corp_code,corp_name,stock_code,is_listed,rcept_2020,rcept_2021,rcept_2022,rcept_2023,rcept_2024
00152729,광전자,017900,True,20210318000782,20220321000459,20230316000645,20240315000438,20250320000952
00152783,코메론,049430,True,20210322000506,20220321001404,20230322000501,20240320001529,20250319000535
00152923,코오롱글로텍,,False,20210331002364,20220330000832,20230331000714,20240329001976,20250414002174
00152932,하나캐피탈,,False,20210318000551,20220317000467,20230315001084,20240314001086,20250317000495
00153126,크라운해태홀딩스,005740,True,20210318001356,20220518000298,20230331000004,20240321001677,20250320000950
00153339,태경산업,015890,True,20210323000904,20220317000620,20230323001143,20240321001207,20250321000898
00153375,태광,023160,True,20210322000431,20220322000269,20230322000502,20240321001124,20250319000385
00153418,티케이지태광,,False,20210331001937,20220419000090,20230331003529,20240329003491,20250331003351
00153524,태림포장,011280,True,20210318000939,20220317001089,20230316001205,20240314001580,20250327000507
00153755,태양금속공업,004100,True,20210318001136,20220315000922,20230323000932,20240321001287,20250317000712
00154055,태원물산,001420,True,20210318000347,20220317000490,20230316000393,20240320000726,20250320001049
00154329,TP,007980,True,20210323000572,20220322000869,20230322000780,20240320001241,20250319000833
00154462,아모레퍼시픽홀딩스,002790,True,20210311001021,20220316000873,20230309000832,20240307000584,20250317000463
00155151,피에이치에이,043370,True,20210322000262,20220321000519,20230321000497,20240320000121,20250318000472
00155212,포스코DX,022100,True,20210305000693,20220504000292,20230310000806,20240618000197,20250314001261
00155258,포스코스틸리온,058430,True,20210305000745,20220311000529,20230313000443,20240315000541,20250408001924
00155276,포스코퓨처엠,003670,True,20210512000747,20220311001089,20230317000751,20240326000383,20250314000603
00155355,풀무원,017810,True,20210616000380,20220322001067,20230322001245,20240320001580,20250318001312
00155373,풍강,093380,True,20201127000805,20211112001153,20221114001723,20231113000480,20241111000376
00155452,풍국주정,023900,True,20210311000995,20220321001462,20230321001241,20240318000900,20250318001261
00155531,풍산홀딩스,005810,True,20210318001225,20220317001273,20230316001512,20240314001772,20250313001387
00155586,HLB이노베이션,024850,True,20200707000354,20211112001077,20220629000521,20240320001706,20250312001127
00155638,피에스텍,002230,True,20210317000971,20220329001172,20230321001142,20240320001684,20250318001390
00155692,우리엔터프라이즈,037400,True,20210322000660,20220322000394,20230322000507,20240320000491,20250320000569
00155735,피제이전자,006140,True,20210319001330,20220318001110,20230317001064,20240325000515,20250318001054
00155948,로젠,033290,True,20210322001108,20220323001346,20230323001139,20240412001567,20250331004264
00156354,지엠비코리아,013870,True,20210323000635,20220323000588,20230323000704,20240321000577,20250321001687
00156442,한국가구,004590,True,20210331000655,20220314001201,20230315000218,20240314000691,20250312000186
00156488,휴스틸,005010,True,20210323001094,20220323001079,20230322001091,20240320001603,20250318001178
00156691,한국공항,005430,True,20210318001204,20220315001111,20230314001107,20240313001250,20250318000741
00156859,다올투자증권,030210,True,20210317000643,20220316000897,20230316000958,20240426000802,20250317000595
00156895,아주IB투자,027360,True,20210318000769,20220317001133,20230322000729,20240320000841,20250319000857
00156910,SBI인베스트먼트,019550,True,20210322000157,20220322000302,20230321000691,20240320000732,20250319000401
00156956,한국기업평가,034950,True,20210317000606,20220323000431,20230320000578,20240320000389,20250318000477
00157070,한국단자공업,025540,True,20210311001113,20220317000875,20230323000756,20240325000553,20250320000091
00157104,대동전자,008110,True,20200629000367,20210617000340,20220616000368,20230619000312,20240618000424
00157399,한솔테크닉스,004710,True,20210316000802,20220315001175,20230328000853,20240312001055,20250311001184
00157539,KB오토시스,024120,True,20210322001061,20220323001087,20230322000771,20240320001284,20250320001705
00157636,케이피에프,024880,True,20210323001166,20220323001081,20230321001495,20240319000673,20250319000642
00157681,롯데정밀화학,004000,True,20210311001146,20220310001085,20230314001159,20240329003375,20250327000664
00157991,한국석유공업,004090,True,20210318000919,20220317000638,20230316000676,20240314001322,20250320000921
00158015,한국선재,025550,True,20210318000110,20220311000179,20230316001502,20240321001762,20250320000479
00158024,KBI메탈,024840,True,20210323000214,20220323000134,20230322000673,20240320000568,20250326001235
00158112,한국수출포장공업,002200,True,20210316000316,20220316000914,20230315000812,20240313000870,20250312000675
00158149,한국쉘석유,002960,True,20210318001135,20220317000845,20230323000970,20240321000514,20250320000876
00158219,시그네틱스,033170,True,20210319001097,20220318000786,20230317000783,20240315000742,20250320000971
00158307,롯데하이마트,071840,True,20210311000926,20220314000784,20230314001273,20240315000917,20250312001152
00158316,NICE,034310,True,20210421000624,20220323001331,20230321001519,20240320001115,20250318000811
00158325,NICE평가정보,030190,True,20210317000949,20220318000520,20230317000824,20240319000797,20250314001653
00158501,에스원,012750,True,20210310001205,20220308000980,20230307000691,20240313001360,20250312000984
00158565,한국알콜,017890,True,20210323000552,20220321001193,20230320000539,20240320000268,20250318000726
00158909,하나은행,004940,True,20210318000528,20220317001071,20230316001278,20240314001547,20250317000805
00159193,한국전력공사,015760,True,20210514000023,20220516001505,20230525000309,20240329002856,20250318000747
00159218,한전KPS,051600,True,20210319000432,20220321001022,20230320000353,20240320000788,20250514000974
00159254,한국전자홀딩스,006200,True,20210323000993,20220325001334,20230322001138,20240320001519,20250319001004
00159500,한국종합기술,023350,True,20210318000947,20220317001068,20230316001234,20240320001071,20250318001001
00159564,한국주강,025890,True,20210322000280,20220325001050,20230322000094,20240321001460,20250319000402
00159573,한국주철관공업,000970,True,20210317000600,20220317000790,20230316000941,20240321000781,20250320000304
00159643,한국증권금융,,False,20210331002928,20220331002809,20230330001452,20240329002671,20250331003161
00159698,지역난방공사,071320,True,20210322001012,20220322000684,20230322000036,20240321001996,20250327000192
00159731,글로본,019660,True,20210317000990,20220321001380,20230321001019,20240320001296,20250407004334
00159740,KISCO홀딩스,001940,True,20210326000432,20220317000898,20230324001226,20240314001743,20250320001326
00159786,유니드,014830,True,20210310000439,20220308000942,20230308000675,20240320000795,20250318000116
00159795,한국카본,017960,True,20210322000802,20220322000780,20230321001102,20240321001829,20250319000937
00159874,한국지주,009760,True,20210331002088,20220331001272,20230331002160,20240329001300,20250331000687
00159971,KC그린홀딩스,009440,True,20210319000813,20220325000392,20230331001047,20240319000730,20250320001565
00160010,한국큐빅,021650,True,20210322000333,20220321000125,20230321000046,20240318000103,20250317000029
00160205,한국내화,010040,True,20210322000191,20220321001149,20230320000791,20240318000649,20250318000918
00160418,한국무브넥스,010100,True,20210318000594,20220317000361,20230323000478,20240321000675,20250318000552
00160843,DB하이텍,000990,True,20210319001013,20220321001280,20230321001125,20240327001130,20250312001130
00160861,한농화성,011500,True,20210318000587,20220317000292,20230316000728,20240314000591,20250320000501
00161046,한독,002390,True,20210318000282,20220316001089,20230316000780,20240314000463,20250312000222
00161116,HL D&I,014790,True,20210422000308,20220317001226,20230315001407,20240318000780,20250317000836
00161383,한미반도체,042700,True,20210311000922,20220415000576,20230316001554,20240314001257,20250313001171
00161426,한미사이언스,008930,True,20210318001418,20220316001401,20230321001527,20240328001634,20250318001281
00161444,한국씨티은행,016830,True,20210330001222,20220330001434,20230330001182,20240328001305,20250328001804
00161462,에이티넘인베스트,021080,True,20210316000584,20220315001261,20230314001059,20240312000765,20250311001310
00161781,아난티,025980,True,20210322000678,20220324000393,20230321000733,20240320000889,20250318000855
00161860,한성기업,003680,True,20210322000152,20220321001488,20230320000677,20240320000851,20250318001322
00162416,한양증권,001750,True,20210317000970,20220315001266,20230315000894,20240313000842,20250321001966
00162832,한일단조,024740,True,20210316000434,20220321001231,20230321000435,20240320000786,20250318001076
00162911,한일사료,005860,True,20210315000583,20220307000330,20230308000432,20240313001301,20250312000585
00163114,서연,007860,True,20210318001198,20220317001041,20230321001373,20240320001752,20250318001318
00163318,모헨즈,006920,True,20210318000699,20220317000598,20230316001093,20240314000826,20250313000769
00163345,DB,012030,True,20210322000448,20220322000400,20230321001132,20240320000561,20250320000879
00163673,한진중공업홀딩스,003480,True,20210318000611,20220323000386,20230323001291,20240321000495,20250320000396
00163682,메리츠증권,008560,True,20210310000677,20220308000675,20230309000552,20240401003586,20250331003245
00163691,유수홀딩스,000700,True,20210331003199,20220331002815,20230321001229,20240320001569,20250331003248
00163761,한창제지,009460,True,20210317000550,20220316000600,20230321001020,20240320000842,20250318001122
00164502,현대공업,170030,True,20210323000382,20220322000819,20230323000060,20240320000442,20250321001194
00164672,한일현대시멘트,006390,True,20210316001174,20220318000803,20230317000982,20240318000591,20250317000892
00164706,현대약품,004310,True,20210218000003,20220216001148,20230216001304,20240221001706,20250219001662
00164724,현대엘리베이터,017800,True,20210319001408,20220321001512,20230321001479,20240320001956,20250318000920
00164779,SK하이닉스,000660,True,20210330000776,20220322000590,20230321001209,20240319000684,20250319000665
00164812,현대코퍼레이션,011760,True,20210316000887,20220322000850,20230321001082,20240318000785,20250324000696
00164830,HD한국조선해양,009540,True,20210316001006,20220314000893,20230320000758,20240321000061,20250318001131
00164876,케이비증권,003450,True,20210324000522,20220324000538,20230323000628,20240321001123,20250321001148
00165060,하이록코리아,013030,True,20210311000855,20220310000559,20230320001064,20240325000794,20250313000702
00165680,호텔신라,008770,True,20210310001048,20220310000632,20230308000580,20240313001634,20250515002269
00166272,화승코퍼레이션,013520,True,20210323000769,20220328000684,20230321001153,20240320001210,20250321001555
00166315,화신,010690,True,20210322000570,20220321001215,20230320000645,20240320000628,20250317000376
00166333,화신테크,086250,True,20210331001262,20220331001019,20230331001425,20240401003450,20250407001849
00166519,화천기공,000850,True,20210317000394,20220316000620,20230315000315,20240313000479,20250312000803
00166528,서암기계공업,100660,True,20210317000547,20220316000522,20230315000776,20240313001111,20250312000249
00166546,환영철강공업,,False,20210331002381,20220331001651,20230331000581,20240401003599,20250331002865
00167004,흥구석유,024060,True,20210317000099,20220317000073,20230316000473,20240327000059,20250313000639
00167031,흥국,010240,True,20210317000456,20220316000337,20230315000479,20240313001374,20250312000566
00167068,흥국생명보험,,False,20210331002618,20220331003739,20230331004255,20240430000726,20250410002948
00167192,넥센,005720,True,20210322000283,20220321000535,20230321000737,20240320000622,20250318000857
00168012,와이제이씨,,False,20210330000045,20220329000474,20230329000278,20240328000564,20250331001055
00168401,금비,008870,True,20201229000327,20211222000233,20221215000437,20231214000541,20241219000451
00168933,DB생명보험,,False,20210331000674,20220331000879,20230331002038,20240430000694,20250328002241
00169048,HLB글로벌,003580,True,20210330001057,20220322000988,20230322000937,20240320001129,20250319000687
00170026,시공테크,020710,True,20210319000664,20220321001016,20230321000849,20240320001127,20250318000567
00170442,하나에프앤아이,,False,20210318000669,20220316001094,20230315000766,20240313000616,20250314001545
00170877,진로발효,018120,True,20210326001334,20220328001038,20230317000937,20240320001785,20250319001021
00171052,코리아로터리서비스,,False,20210331002929,20220331001582,20230331003572,20240401001965,20250331002220
00171265,파라다이스,034230,True,20210419000082,20220317001345,20230316001131,20240314000746,20250415000021
00171867,에스씨디,042110,True,20210322001116,20220322001081,20230323000621,20240321000373,20250320001021
00172185,남성,004270,True,20210319001297,20220329001016,20230321001012,20240320000908,20250319000945
00172680,동국산업,005160,True,20210319000460,20220315001103,20230321001098,20240318000729,20250318001230
00172778,신영씨앤디,,False,20210331002267,20220331000737,20230330001443,20240329001877,20250331003561
00172936,동일산업,004890,True,20210323000594,20220325001115,20230324000928,20240322000958,20250328001290
00173069,아진카인텍,011400,True,20210331001738,20220331002214,20230331002932,20240329000462,20250403001500
00173078,명신산업,009900,True,20210319001395,20220321001206,20230321000892,20240328000483,20250318000402
00173351,삼진,032750,True,20210318001321,20220317000944,20230316001142,20240321001451,20250325000593
00173449,빌리언스,044480,True,20210617000315,20220325001065,20230323000515,20240328001602,20250312001143
00173591,세원물산,024830,True,20210322000868,20220323000750,20230322000693,20240321001499,20250321000870
00173661,에스지신성건설,001970,True,20210331002834,20220331003171,20230331003923,20240401004262,20250331003654
00173698,신일전자,002700,True,20210322000414,20220321000808,20230323000459,20240320000394,20250320000612
00173731,씨앤에스자산관리,032040,True,20210331000193,20220330000358,20230330001235,20240328001098,20250328001306
00173740,신한,005450,True,20210607000054,20220331000007,20230330000057,20240401000319,20250401001230
00173795,신흥,004080,True,20210323001129,20220321000785,20230411002838,20240314000810,20250320000945
00173874,넥센타이어,002350,True,20210318000728,20220318000955,20230320000888,20240318000903,20250318001449
00173944,우진,105840,True,20210311000698,20220310000376,20230316000799,20240315000580,20250313001154
00174004,유성기업,002920,True,20210317001075,20220321001007,20230323000683,20240320001744,20250317000557
00174208,진성티이씨,036890,True,20210319000930,20220321001345,20230324001122,20240320001972,20250318001437
00174527,HS화성,002460,True,20210318000688,20220331003395,20230316001392,20240314001502,20250320001481
00175173,오스템,031510,True,20210322000776,20220321000828,20230321000976,20240314001620,20250526000339
00175623,ES큐브,050120,True,20210319001394,20220519000257,20230323001446,20240320001619,20250321001435
00175650,케이씨더블류,068060,True,20210331001006,20220322000298,20230322000994,20240319000518,20250319000464
00176516,금화피에스시,036190,True,20210312000518,20220308000706,20230309000747,20240307000944,20250306000553
00176835,농우바이오,054050,True,20210322000424,20220323000662,20230322000827,20240312001061,20250319001031
00177320,대성미생물,036480,True,20210316000725,20220316000486,20230315000577,20240320000483,20250318000467
00177870,대창솔루션,096350,True,20210323000995,20220323000602,20230323000637,20240326001031,20250321001102
00178790,동양이엔피,079960,True,20210611000332,20220318000878,20230317000861,20240315000712,20250314000865
00178851,동양에스텍,060380,True,20210317001211,20220406002597,20230321001285,20240320001131,20250318000884
00180795,인팩,023810,True,20210322001026,20220322000861,20230322000936,20240320001260,20250321001500
00181299,상아프론테크,089980,True,20210315000793,20220321001494,20230320001069,20240318000751,20250317000962
00181934,플랜텍,051310,True,20210326000283,20220330001393,20230327000758,20240328001403,20250328000210
00184667,유진기업,023410,True,20210322001037,20220322001032,20230322000925,20240320002020,20250319000352
00184889,이건홀딩스,039020,True,20210319000473,20220321000955,20230321001391,20240320001837,20250321001920
00185046,SM C&C,048550,True,20210322000792,20220323001283,20230321001476,20240319000816,20250317000694
00185222,크린앤사이언스,045520,True,20210311000058,20220317000193,20230322000127,20240321000092,20250320000033
00185356,제룡전기,033100,True,20210315000260,20220316001029,20230331000177,20240318000327,20250317000538
00186513,코리아세븐,,False,20210331002185,20220331003343,20230331004007,20240401004248,20250331003337
00186559,아이티센씨티에스,031820,True,20210322000972,20220328001029,20230330000235,20240327001197,20250319001103
00186717,태양,053620,True,20210311000767,20220308000461,20230314000471,20240313001621,20250311000593
00186799,태웅,044490,True,20210419000439,20220322000671,20230317001006,20240319000350,20250320000535
00186939,특수건설,026150,True,20210615000441,20220323001251,20230324000988,20240320001779,20250404002653
00187415,코미팜,041960,True,20210317000965,20220316001206,20230315001065,20240320001855,20250318000632
00187725,코콤,015710,True,20210312001140,20220318001084,20230321001505,20240321001016,20250318001160
00187770,한국파마,032300,True,20210322000118,20220321000302,20230323000939,20240321001502,20250320001105
00187868,아이디스파워텔,,False,20210330000880,20220330000592,20230331001921,20240329002139,20250331002030
00188797,포메탈,119500,True,20210316001151,20220321000778,20230321001348,20240320001300,20250318000875
00189538,피델릭스,032580,True,20210317000497,20220315000854,20230320000077,20240312000090,20250311000076
00190756,와이엔텍,067900,True,20210318000109,20220318000476,20230320000992,20240320001758,20250317000860
00191287,대동금속,020400,True,20210317000934,20220318000716,20230322000397,20240320000756,20250318000643
00191472,KPX케미칼,025000,True,20210318001183,20220317000976,20230316000950,20240314001246,20250313001177
00191588,삼원강재,023000,True,20210311000011,20220310000009,20230314000085,20240313001112,20250314000520
00192347,메타넷디지털,,False,20210331001328,20220331001825,20230331000081,20240401004406,20250331002192
00193009,케이에이치필룩스,033180,True,20210319001169,20220322001131,20230323001312,20240320001682,20250402002557
00194947,한전산업,130660,True,20210323001114,20220323001234,20230323001346,20240321001344,20250320001416
00197476,코엔텍,029960,True,20210419000424,20220318001127,20230320001036,20240318000930,20250321001548
00198192,한국팩키지,037230,True,20210318000508,20220323001308,20230316001124,20240314000683,20250314001208
00199030,매일방송,,False,20210507000681,20220331002806,20230331003200,20240401004125,20250331002854
00199252,HLB,028300,True,20210322000849,20220422000732,20230322000990,20240321001754,20250321001860
00199988,동아화성,041930,True,20210323000408,20220323000445,20230323000374,20240320000412,20250320000809
00200275,YTN,040300,True,20210318000622,20220323001131,20230322000905,20240321000526,20250520000070
00200910,아이즈비전,031310,True,20210331002835,20220331003626,20230331003427,20240320001759,20250318001239
00200938,신세계센트럴,,False,20210331000205,20220331001749,20230331002462,20240329002680,20250331000163
00201131,아즈텍WB,032080,True,20210319000434,20220321000921,20230317000993,20240320000770,20250324000935
00201450,에스케이렌터카,068400,True,20210316000331,20220318000329,20230320000162,20240318000908,20250331001902
00201733,TJ미디어,032540,True,20210316000752,20220314001067,20230314000948,20240315000621,20250317000674
00201742,유라테크,048430,True,20210311001124,20220322000732,20230323000536,20240314001266,20250318000569
00201788,제낙스,065620,True,20210318000066,20220317000339,20230328000422,20240328000078,20250327000022
00202060,구영테크,053270,True,20210318000536,20220317001311,20230320000969,20240320001361,20250318000572
00202839,한창산업,079170,True,20210318000573,20220317000582,20230316000577,20240321000767,20250320000472
00203023,시노펙스,025320,True,20210323000457,20220318000396,20230317000970,20240319000824,20250318001412
00203315,콘텐트리중앙,036420,True,20210317000814,20220323001342,20230321001329,20240320001970,20250320001749
00203582,한솔홈데코,025750,True,20210331002373,20220315001058,20230314001292,20240329002820,20250311000946
00203847,국일신동,060480,True,20210317001134,20220321000817,20230320000585,20240318000376,20250317000624
00204208,마니커,027740,True,20210419000434,20220318001071,20230317000904,20240315000872,20250324000626
00204226,소프트센,032680,True,20210426000388,20220323001160,20230323001157,20240322000002,20250320001159
00204642,티비씨,033830,True,20210317000389,20220316000640,20230317000442,20240321001617,20250513000334
00204688,대림,,False,20210331002703,20220331003359,20230331003929,20240328001328,20250331003733
00206039,경남스틸,039240,True,20210226004842,20220307000359,20230306000279,20240311000465,20250310000522
00206686,케이피엠테크,042040,True,20210331003026,20220321001081,20230323001204,20240321001199,20250320001561
00207375,대한뉴팜,054670,True,20210312000777,20220311000458,20230310000834,20240308000495,20250310000461
00207737,세메스,,False,20210331001986,20220331002776,20230331003172,20240401001727,20250331002978
00208134,KNN,058400,True,20210218001114,20220314000905,20230315001086,20240313001296,20250313000812
00208514,현대캐피탈,,False,20210331002956,20220331003148,20230331003877,20240516001064,20250331002733
00209780,케이씨,029460,True,20210316000993,20220321000938,20230321001309,20240320001938,20250318001395
00210740,대화제약,067080,True,20210317000733,20220316000315,20230315000667,20240320000812,20250321001162
00210856,코아스,071950,True,20210318000429,20220318000115,20230320000316,20240321000499,20250320000653
00210980,원익,032940,True,20210323001082,20220323000826,20230323000616,20240321001938,20250321001064
00216027,바이넥스,053030,True,20210312001167,20220318000686,20230317000906,20240315000833,20250314001600
00216647,원익홀딩스,030530,True,20210322001185,20220322000740,20230322001303,20240321002037,20250320001700
00216762,한양이엔지,045100,True,20210312000611,20220311001037,20230317000679,20240313001393,20250313001456
00217743,화성밸브,039610,True,20210319000234,20220321000173,20230317000649,20240320000152,20250321001566
00219097,BGF,027410,True,20210317000812,20220321000840,20230320000850,20240412003440,20250318001407
00219361,해성산업,034810,True,20210318001207,20220407002885,20230323000993,20240321001258,20250321001630
00219574,코스맥스비티아이,044820,True,20210318001303,20220322000797,20230323001338,20240320001762,20250319000641
00219848,서희건설,035890,True,20210318000588,20220321000474,20230321001164,20240516000947,20250321001971
00220686,에스피지,058610,True,20210318000280,20220317000316,20230320000344,20240319000234,20250318000311
00220969,오공,045060,True,20210315000628,20220321001481,20230320000847,20240321001557,20250317000652
00221728,하츠,066130,True,20210310000422,20220316000662,20230314000694,20240313001691,20250318000548
00222295,롯데캐피탈,,False,20210331000797,20220331000951,20230331003728,20240329000326,20250331001716
00222374,현대카드,,False,20210331002960,20220331003137,20230331004062,20240401004083,20250321001518
00222435,제이엠아이,033050,True,20210319001243,20220321000643,20230320000272,20240320000009,20250317000471
00222532,LG헬로비전,037560,True,20210304000345,20220303000727,20230321000780,20240306000614,20250306000713
00223434,에프에스티,036810,True,20210319000353,20220321000520,20230321001035,20240320001559,20250318001389
00223513,제이씨현시스템,033320,True,20210316000712,20220315001049,20230315000718,20240313000559,20250312000813
00223762,KT지니뮤직,043610,True,20210316000511,20220321001520,20230323000549,20240320000488,20250318000473
00225159,SNT홀딩스,036530,True,20210218000988,20220218001429,20230220001639,20240221001983,20250220001567
00225706,JW생명과학,234080,True,20210318001330,20220328001123,20230321001126,20240318000767,20250318001174
00225742,LS마린솔루션,060370,True,20210317000873,20220316000252,20230323000859,20240329000411,20250317000848
00226316,호전실업,111110,True,20210331002763,20220331002749,20230331003532,20240329002993,20250331002554
00226352,케이엠더블유,032500,True,20210323000351,20220317000650,20230323001525,20240321000169,20250320000541
00226866,인탑스,049070,True,20210322000869,20220322000672,20230322000927,20240319000790,20250320001583
00228059,휴온스글로벌,084110,True,20210311001143,20220323001316,20230323001526,20240321001484,20250320001575
00228536,현대에버다임,041440,True,20210316001261,20220318000828,20230320000982,20240312001027,20250311001079
00228712,동우팜투테이블,088910,True,20210318000788,20220318000388,20230323000429,20240321000697,20250320000449
00229058,DB캐피탈,,False,20210331000445,20220330001369,20230331002044,20240401002694,20250331003569
00230036,드래곤플라이,030350,True,20210315001026,20220317000714,20230316000971,20240314001678,20250324000194
00230425,나노엔텍,039860,True,20210317000863,20220316000848,20230323000620,20240320000420,20250318000966
00230814,휴림에이텍,078590,True,20210323001084,20220407001122,20230321001165,20240319000747,20250320001370
00230911,HRS,036640,True,20210319000173,20220321000500,20230321000440,20240318000583,20250318000433
00231044,우리기술,032820,True,20210604000256,20220321001311,20230321001192,20240320001377,20250318001148
00231363,LG유플러스,032640,True,20210304000627,20220303000725,20230302000615,20240313001130,20250317000701
00231442,디지틀조선,033130,True,20210318000289,20220316000434,20230315001010,20240319000313,20250320001393
00231512,세아창원특수강,,False,20210309000650,20220316000527,20230321000785,20240311000634,20250314001534
00231707,비트컴퓨터,032850,True,20210315000787,20220321000357,20230320000130,20240318000157,20250317000141
00231831,조아제약,034940,True,20210610000347,20220406001875,20230317000986,20240315000572,20250314000962
00231929,지에스이피에스,,False,20210330001155,20220330000827,20230329000488,20240320000632,20250318000364
00232089,바이온,032980,True,20210323000530,20220323000510,20230403003457,20240321001917,20250324000589
00232335,제주국제컨벤션센터,,False,20210326001245,20220330001781,20230331001647,20240329000951,20250328001380
00232821,에이치엠넥스,036170,True,20210323000428,20220317000047,20230316000297,20240321001188,20250320000754
00233653,한국토지신탁,034830,True,20210311001061,20220316000546,20230323000917,20240320001483,20250318001056
00234227,유진로봇,056080,True,20210319001251,20220321001291,20230321001380,20240321001675,20250320001316
00234412,신세계인터내셔날,031430,True,20210315001003,20220315001107,20230314001079,20240312000886,20250313000018
00235147,에이팸,073070,True,20210323001046,20220331002977,20230620000254,20240327000877,20250321001803
00235183,에이치케이,044780,True,20210317000518,20220321001490,20230320000662,20240320000243,20250318000852
00238199,로지시스,067730,True,20210319001201,20220321001486,20230321001521,20240318000490,20250318001270
00239596,쎄니트,037760,True,20210318001104,20220316001385,20230320000630,20240313000421,20250317000604
00239675,에어미디어,,False,20210325000174,20220330000080,20230323000234,20240327000340,20250326000012
00240857,바이오스마트,038460,True,20210319001298,20220323001307,20230511000685,20240319000873,20250318001405
00241005,코오롱ENP,138490,True,20210319001326,20220321001369,20230320001093,20240321002063,20250318000887
00241209,모아텍,033200,True,20200626000191,20210621000196,20220620000333,20230620000378,20240619000222
00241236,에이치씨코퍼레이션,037340,True,20210517001123,20220428000552,20230331001948,20240401001089,20250331002572
00242378,이지홀딩스,035810,True,20210323000674,20220323000856,20230330001550,20240321001476,20250331004258
00242712,엘컴텍,037950,True,20210401003209,20220315001243,20230313000928,20240311000834,20250310000844
00242934,케이엠,083550,True,20210318000815,20220317000803,20230323001550,20240321001605,20250321001944
00243067,부방,014470,True,20210318000998,20220323000002,20230322000007,20240321000001,20250320001612
00243757,인포뱅크,039290,True,20210322000764,20220322000810,20230321001486,20240320001713,20250320001735
00243988,에스케이브로드밴드,033630,True,20210331001567,20220331002741,20230331003076,20240401003327,20250331002858
00244419,디에스티,033430,True,20210407002704,20220331002455,20230331001204,20240401002810,20250331003393
00244455,케이티앤지,033780,True,20210311001208,20220321001014,20230320001005,20240320001212,20250318001223
00244783,한네트,052600,True,20210319001322,20220321001107,20230321000861,20240318000910,20250318000870
00245694,남화산업,111710,True,20210312000393,20220318000177,20230317000360,20240318000233,20250317000237
00246301,한솔교육,,False,20210331000065,20220331002352,20230331002159,20240401001968,20250331001681
00247975,솔브레인홀딩스,036830,True,20210319001419,20220321001450,20230321001468,20240318000823,20250318001278
00248053,지에스엔텍,037640,True,20210318000624,20220317000804,20230317000491,20240318000544,20250318001340
00249034,드림라인,035430,True,20210331002070,20220331001658,20230331002950,20240423000613,20250331002784
00249098,티에이케이정보시스템,,False,20200626000111,20210628000166,20220628000270,20230628000032,20240628000232
00249247,YG PLUS,037270,True,20210317001171,20220316000889,20230315001273,20240321000750,20250320001394
00249894,테라젠이텍스,066700,True,20210331002846,20220610000418,20230411000962,20240320001750,20250319001026
00250137,와이어블,065530,True,20210318000900,20220317000480,20230324000764,20240318000730,20250324000885
00250997,대정화금,120240,True,20210317000302,20220316000108,20230315000243,20240318000183,20250318000203
00252001,해원에스티,058480,True,20210331000595,20220331002383,20230331003260,20240401000884,20250331002812
00252135,주성엔지니어링,036930,True,20210317001221,20220321001122,20230515002463,20240328001336,20250317000470
00254948,한화호텔앤드리조트,,False,20210315000679,20220331002144,20230314000706,20240311000717,20250312000674
00255044,현대에이치티,039010,True,20210322000607,20220318000015,20230317000384,20240320001964,20250321000690
00255257,현대아산,,False,20210331003147,20220331002898,20230309000349,20240401004132,20250331003637
00255275,HB테크놀러지,078150,True,20210317000895,20220318000813,20230320000750,20240318000529,20250317000922
00255619,강원랜드,035250,True,20210323000044,20220323000547,20230321000399,20240320001396,20250318001106
00256380,유아이엘,049520,True,20210311000252,20220329000277,20230309000920,20240313001738,20250314001143
00256715,국순당,043650,True,20210317000635,20220317000628,20230316001291,20240318000497,20250318000984
00258102,지엔코,065060,True,20210316000641,20220315000782,20230321001212,20240320001636,20250326001039
00258421,기산텔레콤,035460,True,20210323000681,20220318000768,20230321000447,20240319000379,20250320000752
00258476,독립문,,False,20210331001821,20220331002130,20230329000839,20240401002910,20250402002341
00258689,JYP Ent.,035900,True,20210318001273,20220321001029,20230320000741,20240318000479,20250317000598
00259253,피케이밸브앤엔지니어링,,False,20210331000059,20220331002364,20230331001846,20240328000505,20250331003057
00259776,미래에셋자산운용,,False,20210323000915,20220324000736,20230324001107,20240321001603,20250321001843
00259934,예림당,036000,True,20210323000555,20220330001786,20230323001284,20240321001849,20250321000572
00260356,산은캐피탈,008270,True,20210331000099,20220331002492,20230330001736,20240329002064,20250331002444
00260383,대한유화,006650,True,20210311001060,20220310001198,20230309000833,20240307000479,20250306000568
00260392,대원전선,006340,True,20210318000043,20220317000144,20230316000192,20240313000480,20250313000035
00260611,웰킵스하이텍,043590,True,20210406002964,20220324000637,20230323000739,20240321000276,20250321000966
00260745,서울평가정보,036120,True,20210514000583,20220324000606,20230511000822,20240320000856,20250328002317
00260958,케이티알파,036030,True,20210322001101,20220322000866,20230323000701,20240328000297,20250319000169
00261009,감성코퍼레이션,036620,True,20210319001056,20220321001246,20230321000798,20240320000614,20250318001099
00261285,한국가스공사,036460,True,20210402001462,20220325000211,20230321001441,20240325000966,20250325000742
00261355,레드캡투어,038390,True,20210318001299,20220317000890,20230316001413,20240314001063,20250320001478
00261373,마크로젠,038290,True,20210331002876,20220323001144,20230323001352,20240321001500,20250321001254
00261443,엔씨소프트,036570,True,20210316001082,20220322000959,20230321001334,20240322000989,20250328002285
00261656,잉크테크,049550,True,20210323000683,20220316000854,20230315000846,20240319000096,20250319000002
