CIK,dbo_eid,dbo_label,dbo_label_raw,dbo_val,net_eid,net_val,has_ifrs_dbo,ifrs_dbo_val,has_pa,pa_val,has_dim,has_cal_net,dbo_type,anomaly
00100601,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,28089310.0,dart_PostemploymentBenefitObligations,28089310.0,False,,False,,False,False,순액추정(퇴직급여부채),
00100814,entity00100814_NonCurrentNetDefinedBenefitLiabilityOfNoncurrentLiabilities,비유동순확정급여부채,비유동 순확정급여부채,482333757.0,entity00100814_NonCurrentNetDefinedBenefitLiabilityOfCurrentAssets,1585243784632.0,False,,False,,False,False,순액(레이블),
00100939,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,1225002387.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,1225002387.0,False,,False,,False,False,순액(레이블),
00101044,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",14042701488.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,14042701488.0,True,14042701488.0,True,3796462445.0,True,False,총액(DBO매핑≈IFRS_DBO),
00101220,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,400310796452.0,dart_PostemploymentBenefitObligations,400310796452.0,False,,False,,False,False,순액(레이블),
00101257,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,0.0,dart_InvestedAssetForPostemploymentBenefit,245774907.0,False,,False,,False,False,순액추정(퇴직급여부채),ZERO_VAL
00101433,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,6874758125.0,dart_PostemploymentBenefitObligations,6874758125.0,False,,False,,False,False,판별불가,
00101488,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",77922367000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,494137000.0,True,77922367000.0,True,83573115000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00101628,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",693549000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-41493000.0,True,693549000.0,True,735042000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00101664,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,1481583624.0,dart_PostemploymentBenefitObligations,1481583624.0,False,,False,,False,False,순액(레이블),
00101752,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,237105039.0,dart_PostemploymentBenefitObligations,237105039.0,False,,False,,False,False,순액추정(퇴직급여부채),
00102140,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,0.0,dart_InvestedAssetForPostemploymentBenefit,122605660.0,False,,False,,False,True,순액(cal검증),ZERO_VAL
00102353,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,48133258005.0,dart_PostemploymentBenefitObligations,48133258005.0,False,,False,,False,False,순액추정(퇴직급여부채),
00102432,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",124276291000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,58900983000.0,True,124276291000.0,True,65375308000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00102751,entity00102751_NetDefinedBenefitLiabilitiesOfNoncurrentLiabilities,순확정급여부채,순확정급여부채,738429636.0,dart_InvestedAssetForPostemploymentBenefit,0.0,False,,False,,False,False,순액(레이블),
00102760,dart_PostemploymentBenefitObligations,순확정급여채무,순확정급여채무,11076238686.0,dart_PostemploymentBenefitObligations,11076238686.0,False,,False,,False,False,순액(레이블),
00102858,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",381810344000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,10154942000.0,True,381810344000.0,True,389913756000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00103006,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",73783000000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,9186004378.0,True,73783000000.0,True,82511000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00103042,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",38398294000.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,175983000.0,True,38398294000.0,True,38222311000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00103130,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,476953739.0,dart_PostemploymentBenefitObligations,476953739.0,False,,False,,False,False,판별불가,
00103547,dart_PresentValueOfDefinedBenefitObligation,확정급여부채,확정급여부채,3287929162.0,dart_PresentValueOfDefinedBenefitObligation,3287929162.0,False,,False,,False,False,판별불가,
00103592,dart_PresentValueOfDefinedBenefitObligation,확정급여채무의현재가치,확정급여채무의현재가치,25136841000.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,2303185000.0,False,,False,,True,False,Dimension분리형,
00103626,entity00103626_TheNetDefinedBenefitAssetsOfNoncurrentLiabilities,순확정급여부채,순확정급여부채,62946181.0,entity00103626_TheNetDefinedBenefitAssetsOfNoncurrentLiabilities,62946181.0,False,,False,,False,False,순액(레이블),
00103635,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,1675064407.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,930986665.0,False,,False,,False,False,판별불가,
00103644,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,18427588498.0,ifrs-full_ActuarialGainsLossesArisingFromExperienceAdjustmentsNetDefinedBenefitLiabilityAsset,-966856136.0,False,,False,,False,False,순액추정(퇴직급여부채),
00103662,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,0.0,dart_InvestedAssetForPostemploymentBenefit,142175531.0,False,,False,,False,False,판별불가,ZERO_VAL
00104120,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,22270939.0,dart_PostemploymentBenefitObligations,22270939.0,False,,False,,False,False,순액추정(퇴직급여부채),
00104519,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,1618011038.0,dart_PostemploymentBenefitObligations,1618011038.0,False,,False,,False,False,순액(레이블),
00104573,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,3640911977.0,dart_PostemploymentBenefitObligations,3640911977.0,False,,False,,False,False,순액(레이블),
00104698,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",16367860000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,1942510368.0,True,16367860000.0,True,15276329000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00104768,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",33138665000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,1953934000.0,True,33138665000.0,True,35977677000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00104786,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,454655053.0,dart_PostemploymentBenefitObligations,454655053.0,False,,False,,False,False,판별불가,
00104810,entity00104810_NetDefinedBenefitLiabilityOfNoncurrentLiabilities,순확정급여부채,순확정급여부채,544768875.0,entity00104810_NetDefinedBenefitLiabilityOfNoncurrentLiabilities,544768875.0,False,,False,,False,False,순액(레이블),
00104856,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,20140923666.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,5319978903.0,False,,False,,False,False,순액(레이블),
00104999,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,7753649509.0,dart_PostemploymentBenefitObligations,7753649509.0,False,,False,,False,False,판별불가,
00105040,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,5508730784.0,dart_PostemploymentBenefitObligations,5508730784.0,False,,False,,False,False,순액추정(퇴직급여부채),
00105101,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",38657109000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,38657109000.0,True,38657109000.0,True,42273734000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105138,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,4294215632.0,dart_PostemploymentBenefitObligations,4294215632.0,False,,False,,False,False,판별불가,
00105156,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,346894713.0,dart_PostemploymentBenefitObligations,346894713.0,False,,False,,False,False,순액추정(퇴직급여부채),
00105271,dart_PresentValueOfDefinedBenefitObligation,확정급여채무의현재가치,확정급여채무의현재가치,855111252000.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,9759641098.0,False,,True,559810316000.0,True,False,Dimension분리형,
00105280,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",552620816000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,26013980000.0,True,552620816000.0,True,526606836000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105299,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",50751866782.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,2714601257.0,True,50751866782.0,True,53466468039.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105466,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",79666232534.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,79666233000.0,True,79666232534.0,True,85216726000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105606,entity00105606_NetDefinedBenefitLiabilityOfNoncurrentLiabilities,순확정급여부채,순확정급여부채,1767379195.0,entity00105606_NetDefinedBenefitLiabilityOfNoncurrentLiabilities,1767379195.0,False,,False,,False,False,순액(레이블),
00105855,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",254174000000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,254174000000.0,True,254174000000.0,True,288344000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105873,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",1444252000000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,160752000000.0,True,1444252000000.0,True,1603911000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105952,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",834433000000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,13229000000.0,True,834433000000.0,True,895081000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00105961,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",659520000000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,2825000000.0,True,659520000000.0,True,841416000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00106119,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",7195318904.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,3482525022.0,True,7195318904.0,True,3712793882.0,True,False,총액(DBO매핑≈IFRS_DBO),
00106313,ifrs-full_WeightedAverageDurationOfDefinedBenefitObligation2019,확정급여채무의가중평균만기,확정급여채무의 가중평균만기,,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,46010445918.0,False,,True,25217000000.0,True,False,Dimension분리형,
00106368,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",328276000000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,36071000000.0,True,328276000000.0,True,350329000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00106395,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,1970721190.0,dart_PostemploymentBenefitObligations,1970721190.0,False,,False,,False,False,순액추정(퇴직급여부채),
00106614,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,43511013.0,dart_PostemploymentBenefitObligations,43511013.0,False,,False,,False,False,순액추정(퇴직급여부채),
00106623,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",230488000000.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,80606000000.0,True,230488000000.0,True,305485000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00106641,ifrs-full_WeightedAverageDurationOfDefinedBenefitObligation2019,확정급여채무의가중평균만기,확정급여채무의 가중평균만기,,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-3586212000000.0,False,,False,,True,False,Dimension분리형,
00106669,ifrs-full_WeightedAverageDurationOfDefinedBenefitObligation2019,확정급여채무의가중평균만기,확정급여채무의 가중평균만기,,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-258853525000.0,False,,True,258853524000.0,True,False,Dimension분리형,
00106881,dart_PostemploymentBenefitObligations,확정급여부채및기타장기종업원급여부채,확정급여부채 및 기타장기종업원급여부채,5209359654.0,dart_PostemploymentBenefitObligations,5209359654.0,False,,False,,False,False,오분류의심,WRONG_LABEL
00107066,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,199032017.0,dart_PostemploymentBenefitObligations,199032017.0,False,,False,,False,False,순액(레이블),
00107224,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,17907582564.0,dart_PostemploymentBenefitObligations,17907582564.0,False,,False,,False,False,순액(레이블),
00107598,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",79690123000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-84126005000.0,True,79690123000.0,True,84126005000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00107613,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",7422261000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,3245136000.0,True,7422261000.0,False,,True,False,총액(PA없음),
00107677,entity00107677_NetDefinedBenefitLiabilityOfNoncurrentLiabilities,순확정급여부채,순확정급여부채,1118024412.0,entity00107677_NetDefinedBenefitLiabilityOfNoncurrentLiabilities,1118024412.0,False,,False,,False,False,순액(레이블),
00108038,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,750381998.0,dart_PostemploymentBenefitObligations,750381998.0,False,,False,,False,False,순액(레이블),
00108065,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,-47152456.0,dart_PostemploymentBenefitObligations,-47152456.0,False,,False,,False,False,판별불가,NEGATIVE_VAL
00108135,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",251856000000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,25383000000.0,True,251856000000.0,True,226473000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00108241,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",256013176000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-3689730000.0,True,256013176000.0,True,252323446000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00108490,dart_PostemploymentBenefitObligations,순확정급여채무,순확정급여채무,9510493957.0,dart_PostemploymentBenefitObligations,9510493957.0,False,,False,,False,False,순액(레이블),
00108612,ifrs-full_WeightedAverageDurationOfDefinedBenefitObligation2019,확정급여채무의가중평균만기,확정급여채무의 가중평균만기,,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,0.0,False,,False,,True,False,Dimension분리형,
00108649,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,11126083837.0,dart_PostemploymentBenefitObligations,11126083837.0,False,,False,,False,False,순액추정(퇴직급여부채),
00108746,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,1003930831.0,dart_PostemploymentBenefitObligations,1003930831.0,False,,False,,False,False,순액추정(퇴직급여부채),
00108913,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",64463000000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-8267000000.0,True,64463000000.0,True,74164000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00108940,dart_PresentValueOfDefinedBenefitObligation,확정급여채무의현재가치,확정급여채무의현재가치,6244211805.0,dart_InvestedAssetForPostemploymentBenefit,5883115256.0,False,,False,,False,True,순액(cal검증),
00108977,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,1324183132.0,dart_PostemploymentBenefitObligations,1324183132.0,False,,False,,False,False,순액추정(퇴직급여부채),
00109019,,,,,ifrs-full_RecognisedAssetsDefinedBenefitPlan,83756864987.0,False,,False,,False,False,NetDBO만,
00109161,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,58638346.0,dart_InvestedAssetForPostemploymentBenefit,818716519.0,False,,False,,False,False,순액추정(퇴직급여부채),
00109189,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",124007700636.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,-22472820710.0,True,124007700636.0,True,-146480521346.0,True,False,총액(DBO매핑≈IFRS_DBO),
00109268,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,4108288765.0,dart_PostemploymentBenefitObligations,4108288765.0,False,,False,,False,False,순액추정(퇴직급여부채),
00109286,entity00109286_DefinedBenefitLiabilitiesRecognizedAsOfTheAcquisitionDateOfDisclosureOfDetailedInformationAboutBusinessCombinationLineItemsOfDisclosureOfBusinessCombinationsTableOfItems,취득일현재인식한확정급여부채,취득일 현재 인식한 확정급여부채,-29090000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,91632225000.0,False,,True,2125641000.0,True,False,Dimension분리형,NEGATIVE_VAL
00109310,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,12397600677.0,dart_PostemploymentBenefitObligations,12397600677.0,False,,False,,False,False,순액(레이블),
00109453,dart_PresentValueOfDefinedBenefitObligation,확정급여채무의현재가치,확정급여채무의현재가치,30212000000.0,dart_PresentValueOfDefinedBenefitObligation,30212000000.0,False,,False,,False,False,총액추정(레이블),
00109514,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,723364424.0,dart_PostemploymentBenefitObligations,723364424.0,False,,False,,False,False,순액추정(퇴직급여부채),
00109587,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,17033239197.0,dart_PostemploymentBenefitObligations,17033239197.0,False,,False,,False,False,순액추정(퇴직급여부채),
00109693,ifrs-full_DisclosureOfDefinedBenefitPlansExplanatory,확정급여제도에대한공시,확정급여제도에 대한 공시,,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,71401000000.0,False,,False,,True,False,Dimension분리형,
00109718,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",136965335000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,40844122000.0,True,136965335000.0,True,96121213000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00109754,dart_PostemploymentBenefitObligations,퇴직급여채무,퇴직급여채무,14066130949.0,dart_PostemploymentBenefitObligations,14066130949.0,False,,False,,False,False,판별불가,
00109781,dart_PresentValueOfDefinedBenefitObligation,확정급여부채,확정급여부채,531065509.0,dart_PresentValueOfDefinedBenefitObligation,531065509.0,False,,False,,False,False,판별불가,
00109806,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,2435445.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,2106620074.0,False,,False,,False,False,순액(레이블),
00109824,dart_PresentValueOfDefinedBenefitObligation,확정급여채무,확정급여채무,18182820420.0,dart_PresentValueOfDefinedBenefitObligation,18182820420.0,False,,False,,False,True,순액(cal검증),
00110307,dart_PostemploymentBenefitObligations,순확정급여부채,3. 순확정급여부채,12728410930.0,dart_PostemploymentBenefitObligations,12728410930.0,False,,False,,False,False,순액(레이블),
00110431,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,0.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,0.0,False,,False,,False,False,순액(레이블),ZERO_VAL
00110583,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,2220298927.0,dart_PostemploymentBenefitObligations,2220298927.0,False,,False,,False,False,순액추정(퇴직급여부채),
00110608,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,0.0,dart_PostemploymentBenefitObligations,0.0,False,,False,,False,False,순액(레이블),ZERO_VAL
00110884,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,204681490.0,dart_PostemploymentBenefitObligations,204681490.0,False,,False,,False,False,순액추정(퇴직급여부채),
00111111,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,3456075765.0,dart_PostemploymentBenefitObligations,3456075765.0,False,,False,,False,False,순액추정(퇴직급여부채),
00111193,dart_PresentValueOfDefinedBenefitObligation,순확정급여부채,순확정급여부채,168521240.0,dart_PresentValueOfDefinedBenefitObligation,168521240.0,False,,False,,False,False,순액(레이블),
00111218,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,762732103.0,dart_PostemploymentBenefitObligations,762732103.0,False,,False,,False,False,순액(레이블),
00111227,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,377322986.0,ifrs-full_ActuarialGainsLossesArisingFromExperienceAdjustmentsNetDefinedBenefitLiabilityAsset,0.0,False,,False,,False,False,순액추정(퇴직급여부채),
00111458,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,0.0,dart_PostemploymentBenefitObligations,0.0,False,,False,,False,True,순액(cal검증),ZERO_VAL
00111689,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,4285389788.0,dart_PostemploymentBenefitObligations,4285389788.0,False,,False,,False,False,순액(레이블),
00111704,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",839451000000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,228230525516.0,True,839451000000.0,True,-696310000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00111810,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",27838281000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,857390000.0,True,27838281000.0,True,26980891000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00111838,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,3784551492.0,dart_PostemploymentBenefitObligations,3784551492.0,False,,False,,False,False,순액(레이블),
00111847,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",106618017000.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,889832000.0,True,106618017000.0,True,-120215363000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00111874,,,,,dart_InvestedAssetForPostemploymentBenefit,1059310009.0,False,,False,,False,False,NetDBO만,
00111999,dart_PostemploymentBenefitObligations,퇴직급여채무,퇴직급여채무,27792134737.0,dart_PostemploymentBenefitObligations,27792134737.0,False,,False,,False,False,판별불가,
00112022,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,1237160198.0,dart_PostemploymentBenefitObligations,1237160198.0,False,,False,,False,False,순액추정(퇴직급여부채),
00112165,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,56957283811.0,dart_PostemploymentBenefitObligations,56957283811.0,False,,False,,False,False,순액(레이블),
00112332,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,13107425947.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,13107425947.0,False,,False,,False,False,순액(레이블),
00112378,dart_PostemploymentBenefitObligations,확정급여부채,확정급여부채,1950942819.0,dart_PostemploymentBenefitObligations,1950942819.0,False,,False,,False,False,판별불가,
00112457,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,501259757.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,501259757.0,False,,False,,False,False,순액(레이블),
00112651,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",16780678000.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,7767164919.0,True,16780678000.0,True,24547843000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00112679,dart_PostemploymentBenefitObligations,순확정급여부채,순확정급여부채,0.0,dart_PostemploymentBenefitObligations,0.0,False,,False,,False,False,순액(레이블),ZERO_VAL
00112882,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,159905693492.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,159905693492.0,False,,False,,False,False,순액(레이블),
00112970,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,0.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,0.0,False,,False,,False,False,순액(레이블),ZERO_VAL
00113058,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,IX.순확정급여부채,IX. 순확정급여부채,332932360557.0,ifrs-full_RecognisedAssetsDefinedBenefitPlan,18807917252.0,False,,False,,False,False,순액(레이블),
00113128,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,4626147371.0,dart_PostemploymentBenefitObligations,4626147371.0,False,,False,,False,False,순액추정(퇴직급여부채),
00113191,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,순확정급여부채,40965461535.0,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,40965461535.0,False,,False,,False,False,순액(레이블),
00113207,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",28748000000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,897114000.0,True,28748000000.0,True,29645000000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00113225,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",49772043000.0,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,117853000.0,True,49772043000.0,True,55558183000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00113234,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",58657421000.0,ifrs-full_LiabilityAssetOfDefinedBenefitPlans,155821000.0,True,58657421000.0,True,58501600000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00113243,ifrs-full_DefinedBenefitObligationAtPresentValue,"확정급여채무,현재가치","확정급여채무, 현재가치",79494428000.0,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,4513379326.0,True,79494428000.0,True,84007807000.0,True,False,총액(DBO매핑≈IFRS_DBO),
00113261,dart_PostemploymentBenefitObligations,퇴직급여부채,퇴직급여부채,3673761216.0,dart_PostemploymentBenefitObligations,3673761216.0,False,,False,,False,False,순액추정(퇴직급여부채),
00113359,,,,,ifrs-full_RecognisedAssetsDefinedBenefitPlan,3734571497.0,False,,False,,False,False,NetDBO만,
00113465,,,,,ifrs-full_RecognisedAssetsDefinedBenefitPlan,9640084413.0,False,,False,,False,False,NetDBO만,
