CIK,DBO_2022,PA_2022,DBO_2023,PA_2023,DBO_2024,PA_2024,tier,outlier_flag,growth_2022,growth_2023,growth_2024
00159193,3776715000000.0,3149414000000.0,4312702000000.0,3349480000000.0,4960645000000.0,3551233000000.0,1_대형,,1.0,1.1419188368727848,1.3134814249950022
00159616,1529305000000.0,1091353000000.0,1648634000000.0,1186801000000.0,1803738000000.0,1249939000000.0,1_대형,,1.0,1.0780282546647006,1.179449488493139
00159740,,,131604873000.0,140717005000.0,123643094000.0,139899349000.0,,,,,
00159786,,,48731369000.0,-51544716000.0,54524995000.0,-56197156000.0,,,,,
00160047,53960993000.0,72008152000.0,53960993000.0,72008152000.0,65493567000.0,73260585000.0,3_중소형,,1.0,1.0,1.2137205666322708
00160232,,,10718349381.0,3978085877.0,14092362547.0,5594261710.0,,,,,
00160588,1828285000000.0,137452000000.0,2468337000000.0,527878000000.0,3554116000000.0,1267612000000.0,1_대형,,1.0,1.350083274762961,1.9439616908742345
00161046,,,84320263000.0,93922153000.0,91348771000.0,95419636000.0,,,,,
00161116,,,89500605000.0,78720109000.0,100008691000.0,86364364000.0,,,,,
00161125,331869351000.0,213282055000.0,364383834000.0,247033096000.0,397143642000.0,263529019000.0,2_중형,,1.0,1.0979737444932056,1.1966867106085972
00161426,,,43374489000.0,52716871000.0,51192140000.0,56093036000.0,,,,,
00161693,,,94681934000.0,102502337000.0,110044831000.0,111357357000.0,,,,,
00161709,,,10928848319.0,11725688889.0,10726962635.0,12025582662.0,,,,,
00161781,,,,6336569000.0,12166268000.0,6617331000.0,,,,,
00161976,,,86279540000.0,40038665000.0,176956647000.0,45474408000.0,,,,,
00162063,,,73982000000.0,29991000000.0,78896000000.0,29213000000.0,,,,,
00162461,581162368000.0,183982054000.0,582147251000.0,225694701000.0,587997693000.0,244571140000.0,2_중형,,1.0,1.0016946778632438,1.0117614721399166
00162993,,,62817145000.0,59602192000.0,132268939000.0,144766137000.0,,,,,
00163345,,,31651057000.0,31077213000.0,34720613000.0,35329713000.0,,,,,
00163512,113319000000.0,125778000000.0,130333000000.0,134153000000.0,137353000000.0,139650000000.0,3_중소형,,1.0,1.1501425180243383,1.2120915292228134
00164645,114105000000.0,138998000000.0,150912000000.0,155154000000.0,181660000000.0,172632000000.0,3_중소형,,1.0,1.3225713158932562,1.5920424170719951
00164672,,,55594943000.0,54482562000.0,57778843000.0,58935041000.0,,,,,
00164724,172809556000.0,249142892000.0,230301693000.0,279654497000.0,269176015000.0,300544103000.0,3_중소형,,1.0,1.3326907280520992,1.557645429052546
00164779,2259125000000.0,3521426000000.0,2511541000000.0,3851623000000.0,3125802000000.0,4211967000000.0,1_대형,,1.0,1.1117317545509877,1.3836339290654567
00164788,-741877000000.0,-991899000000.0,936719000000.0,1071920000000.0,1120604000000.0,1163019000000.0,,NEGATIVE_DBO,1.0,-1.2626338328321272,-1.510498371023768
00164812,,,30249000000.0,31410000000.0,34494000000.0,34340000000.0,,,,,
00164830,1233692000000.0,1588813000000.0,1512840000000.0,1820711000000.0,1813304000000.0,1888342000000.0,1_대형,,1.0,1.2262704143335614,1.46981904721762
00165413,385611271000.0,513744039000.0,465668997000.0,518330790000.0,515108862000.0,522052837000.0,2_중형,,1.0,1.207612515558447,1.335824185491715
00165583,-52794283000.0,62974139000.0,64449730000.0,72439287000.0,70208330000.0,74396673000.0,,NEGATIVE_DBO,1.0,-1.2207710065879671,-1.3298472109186519
00166315,,,49653563000.0,57265938000.0,57289936000.0,61720573000.0,,,,,
00167192,,,303564360000.0,43084579000.0,342944422000.0,41945981000.0,,,,,
00170558,230528732000.0,280298102000.0,300118882000.0,305339384000.0,328026949000.0,321029600000.0,2_중형,,1.0,1.3018719159050423,1.4229330381255902
00173032,,,67857716000.0,32893298000.0,71243367000.0,37248358000.0,,,,,
00173874,233064633000.0,5617962000.0,270359976000.0,5736866000.0,306589997000.0,5590888000.0,2_중형,,1.0,1.1600214606563666,1.3154719918401347
00174527,,,18084097000.0,-17985826000.0,18937036000.0,-18189684000.0,,,,,
00176914,,,81368157000.0,103880824000.0,94333691000.0,118368329000.0,,,,,
00181712,-3418566000000.0,3908480000000.0,3749577000000.0,4212131000000.0,3867243000000.0,4119724000000.0,,NEGATIVE_DBO,1.0,-1.0968274416816877,-1.131247136957426
00184667,,,64429553000.0,63099035000.0,75891589000.0,67840906000.0,,,,,
00186799,,,17679202712.0,14526039382.0,23374457753.0,16908828192.0,,,,,
00190321,2218655000000.0,2478143000000.0,2365793000000.0,2462925000000.0,2232898000000.0,2153792000000.0,1_대형,,1.0,1.0663185578650127,1.006419655151432
00191472,,,23140406210.0,28740404083.0,26244546773.0,30211949075.0,,,,,
00192499,,,19953350417.0,-20387123247.0,25361822331.0,-24571721597.0,,,,,
00193328,,,75868981468.0,73413515783.0,86657332596.0,81600451286.0,,,,,
00195229,,,349493755000.0,253900299000.0,379407709000.0,256161114000.0,,,,,
00199252,,,2054719000.0,1250975000.0,2323180000.0,1131430000.0,,,,,
00203290,,,35257615000.0,37589782000.0,43425873000.0,41671728000.0,,,,,
00203315,,,16842240000.0,15459401000.0,19831334000.0,17609736000.0,,,,,
00216762,,,65481683492.0,-65447025088.0,76143127422.0,-74600444514.0,,,,,
00217947,,,47747917000.0,58854240000.0,42019103000.0,49221555000.0,,,,,
00219097,,,23347000000.0,21719000000.0,23870000000.0,22300000000.0,,,,,
00219361,,,153011298000.0,161602590000.0,166832947000.0,169544115000.0,,,,,
00220613,,,3625877000.0,1324922000.0,4362975000.0,1378933000.0,,,,,
00226866,,,11849001737.0,14483276173.0,9039470120.0,12135306408.0,,,,,
00231363,736969000000.0,924843000000.0,871360000000.0,957788000000.0,1029273000000.0,989939000000.0,2_중형,,1.0,1.1823563813403277,1.3966299803655242
00231372,,,27898346000.0,1568108000.0,35291987000.0,8832122000.0,,,,,
00234412,,,63095331000.0,73152965000.0,84665938000.0,84152871000.0,,,,,
00239639,,,84704000000.0,76971000000.0,95490000000.0,89604000000.0,,,,,
00242378,,,69536358250.0,60028705932.0,79990202057.0,70818873751.0,,,,,
00252135,,,23794875000.0,29091935000.0,26701130000.0,31098580000.0,,,,,
00255619,,333086230000.0,257048755227.0,373109824163.0,297888043410.0,371430452319.0,,,,,
00260383,55329207000.0,66976480000.0,49374874000.0,59807539000.0,56090942000.0,61258862000.0,3_중소형,,1.0,0.8923835470839118,1.0137673218414283
00261285,-386000000.0,431200000000.0,337975000000.0,416342000000.0,407818000000.0,411204000000.0,,NEGATIVE_DBO,1.0,-875.5829015544041,-1056.5233160621763
00261355,,,16006247000.0,17422109000.0,17717135000.0,19325363000.0,,,,,
00261443,192678512000.0,251754152000.0,234040419000.0,289807940000.0,247713724000.0,283471660000.0,3_중소형,,1.0,1.2146679802052862,1.285632328321074
00264547,,,11346919000.0,11030354000.0,14400721000.0,13907354000.0,,,,,
00265324,217852260000.0,229518943000.0,237190553000.0,225734484000.0,256128882000.0,236969587000.0,2_중형,,1.0,1.088767924647649,1.1756999078182617
00266961,590728332000.0,13330367000.0,620494254000.0,12602060000.0,775494920000.0,12808383000.0,2_중형,,1.0,1.0503885125997308,1.3127775967244448
00274933,,,119605695000.0,146203550000.0,138873325000.0,152019097000.0,,,,,
00299002,23104372000.0,21811150000.0,26845497000.0,24960430000.0,27281667000.0,26003296000.0,4_소형,,1.0,1.161922817032205,1.1808010622405145
00300548,,,39156759000.0,44593330000.0,50708702000.0,55645202000.0,,,,,
00303873,,,72496235000.0,59554396000.0,167292459000.0,162196110000.0,,,,,
00309503,360692993000.0,4412596000.0,421875975000.0,3598506000.0,455009337000.0,2784074000.0,2_중형,,1.0,1.1696262006398332,1.261486488039428
00340917,,,135728720000.0,143069588000.0,146802421000.0,161040914000.0,,,,,
00344287,109192000000.0,158302000000.0,125310000000.0,169765000000.0,131362000000.0,162579000000.0,3_중소형,,1.0,1.147611546633453,1.203036852516668
00356361,1554870000000.0,2153449000000.0,1750986000000.0,2233925000000.0,1967056000000.0,2174317000000.0,1_대형,,1.0,1.1261301587914103,1.2650935447979574
00356370,865925000000.0,907804000000.0,916268000000.0,926550000000.0,1000637000000.0,953838000000.0,2_중형,,1.0,1.0581378294886972,1.1555700551433439
00357740,,,18239921000.0,16449852000.0,23977692000.0,20724510000.0,,,,,
