corp_code,rcept_2020,rcept_2021,rcept_2022,rcept_2023,rcept_2024,corp_name,rcept_2025
00141389,20210316001139,20220315001192,20230315001367,20240312001002,20250312001117,KZ정밀,20260311004507
00141404,20210323000566,20220318000643,20230712000496,20240321000051,20250411003513,블루산업개발,20260323001405
00141413,20210316000467,20220321000789,20230315000988,20240313001079,20250318000559,영화금속,20260316000700
00141477,20210322000539,20220321000602,20230323001061,20240321000794,20250328001676,영흥,20260323000923
00141529,20210318000605,20220317000455,20230321000549,20240318000813,20250318000979,오뚜기,20260318000621
00141556,20210323000543,20220323001306,20230317001018,20240318000762,20250814002354,오로라,20260320000852
00141608,20210317000218,20220321000385,20230320000154,20240312000561,20250314000147,오리엔탈정공,20260316000206
00141626,20200629000463,20211111000394,20220621000039,20230620000166,20240620000211,오리엔트바이오,20260213002114
00141671,20210317001054,20220321000959,20230718000273,20240320001111,20250318000952,오리콤,20260323001680
00141875,20210318001029,20220331002835,20230315001257,20240313001533,20250703000352,사조오양,20260318001080
00142661,20210311001051,20220816000325,20230316001415,20240314001149,20250814003765,우성,20260312001396
00142713,20210318001260,20220324000121,20230323000983,20240328000682,20250410002107,형지I&C,20260319000879
00142865,20210318000396,20220317000365,20230316000445,20240314000549,20250320000660,WISCOM,20260319000477
00142883,20220429001497,20220331000022,20230331002732,20240322000845,20250318000772,우신시스템,20260318001142
00143226,20210323000727,20220322000715,20230323000464,20240321001924,20250320001541,엠투엔,20260319001092
00143262,20210322000362,20220812000678,20230322000761,20240321001452,20250711000031,우진아이엔에스,20260323000971
00143314,20210331002532,20220322000949,20230713000295,20240322000018,20250321001897,에이엔피,20260323000919
00143527,20210319000098,20220321000391,20230321000302,20240321001382,20250320001376,경동인베스트,20260323001615
00143642,20210331002356,20220331001274,20230331002383,20240401002854,20250331002909,웅진식품,
00143651,20210318001149,20221114001388,20230316001576,20240321001383,20250320001474,웅진,20260318001480
00143794,20210319000654,20220930000156,20230321000959,20240326000661,20250321000993,원림,20260318001057
00143907,20210316000526,20220315000911,20230314000442,20240312000610,20250317000640,원일특강,20260316000744
00144012,20210322000255,20221007000198,20230322000588,20240320000881,20250320000892,원풍,20260320001082
00144021,20210401002604,20220331003461,20230327000621,20240329001998,20251120000429,원풍물산,
00144164,20210322001027,20220316001245,20230315000990,20240320001478,20250312000964,SK가스,20260320000815
00144243,20210323000957,20220323001241,20230323001500,20240322000200,20250320001401,유니슨,20260319001238
00144252,20210323001008,20220317001135,20230323001190,20240321001439,20250320001552,유니온,20260319000893
00144395,20210318000724,20220317000623,20230316000463,20240314000472,20251210000195,동서,20260312000207
00144650,20210311001074,20220317000616,20230316000631,20240321001240,20250320000730,유신,20260319001194
00144720,20210331002101,20220315001039,20230320000702,20240319000565,20250319001127,와이투솔루션,20260320000895
00144818,20210317001204,20220323000620,20230322001027,20240320001162,20250319000817,유유제약,20260318001501
00145109,20210311000883,20220310001178,20230315001431,20240307000960,20250312001137,유한양행,20260312001236
00145163,20210316000706,20220315000612,20230314000892,20240320001254,20250813000184,파미셀,20260318000243
00145190,20210318001190,20220322000927,20230323001499,20240312000930,20250814002278,유화증권,20260311004334
00145260,20210317000892,20220321000632,20230328000998,20240318000653,20250317000659,율촌화학,20260316001034
00145437,20210416000602,20220816002550,20230320000827,20240801000257,20250321000735,아센디오,20260318001629
00145446,20210319000632,20220321000977,20230321000996,20240320001861,20250321001836,이건산업,20260318001636
00145464,20210317001055,20220316000677,20230315000658,20240318000443,20250320000112,이구산업,20260316001242
00145473,20210317000808,20220321000270,20230321000261,20240321000587,20250311000495,이글벳,20260317000585
00145552,20220315001199,20220324000505,20230328001079,20240322000281,20250814003414,이수화학,20260319001212
00145598,20210318000279,20220322000922,20230323001335,20240321001807,20250801000808,이연제약,20260320001314
00145668,20210316000338,20220318000321,20230320000266,20240319000107,20250321001541,이화공영,20260323001554
00145686,20240315000757,20240315000770,20240315000810,20240321000690,20250320000337,이화산업,20260319000381
00145738,20210323001158,20241209000343,20241209000357,20250121000267,20250321001760,이화전기공업,
00145862,20210311000705,20220310000410,20230309000433,20240307000922,20250306000367,인천도시가스,20260305001037
00145880,20210315000949,20220315000651,20230314001097,20240318000916,20250317000668,현대제철,20260319000868
00145914,20201231000436,20211220000362,20230113000453,20231219000378,20241216000266,인터엠,20260213002632
00146083,20210319000013,20220317001050,20230316001183,20240314001097,20250318001009,일동홀딩스,20260318001076
00146214,20210311000554,20220317000838,20230316000522,20240314000706,20250814002850,일성아이에스,20260318001342
00146232,20210319000523,20220318000548,20230317000389,20240315000734,20250808000499,일성건설,20260323001303
00146269,20210317000634,20220725000075,20230315001185,20240402001083,20250319000250,일신방직,20260318001204
00146296,20210322000616,20220317001166,20230323001151,20240321001230,20250320001261,일신석재,20260320001302
00146427,20210318001420,20250320001348,20250321000002,20250321000003,20250321000008,한주에이알티,20260318000278
00146436,20210330001443,20220322000950,20230731000284,20240320001786,20250318001375,엔브이에이치코리아,20260323001278
00146454,20210318001085,20220317000353,20250327000896,20250327000993,20250327001173,일양약품,20260318000595
00146542,20210506000464,20240321001893,20240321001879,20240321001940,20250321000231,일정실업,20260323000224
00146560,20210318000639,20220317000849,20230316000845,20240314001418,20250320000764,일지테크,20260319000717
00146649,20210318000893,20220317001173,20230315000452,20240313001490,20250328001256,일진홀딩스,20260311004252
00146719,20210223001533,20220307000111,20230221000453,20240220000308,20250224002212,일화모직공업,20260224000002
00146861,20210317001223,20220323000621,20230321001537,20240320001903,20250320001727,자화전자,20260318000870
00147082,20210318000734,20220317001033,20230316001298,20240321001912,20250320000963,재영솔루텍,20260319001116
00147152,20220930000523,20220930000547,20230321001051,20240315000627,20250314001411,유니크,20260320001049
00147222,20210318001043,20220317000094,20230317000870,20240314001271,20250829002122,전방,20260319000974
00147295,20210323000487,20220322000911,20230322001098,20240405002188,20250430000371,전북은행,20260318001377
00147772,20230118000078,20230118000090,20230316000536,20240314000642,20250317000308,정원엔시스,20260316001325
00147860,20210819000375,20220323001138,20230323001300,20240321001504,20250320001174,에스엠벡셀,20260320000787
00147994,20210322000440,20220321000438,20230320000507,20240319000457,20250318000898,새로닉스,20260318000521
00148276,20210409002715,20220324000651,20230308000451,20240313001356,20250311000974,제일기획,20260310002959
00148364,20210323000743,20220322001028,20230329001480,20240320002008,20250320001438,하림지주,20260323001527
00148391,,,20230814002562,20240430000559,20250514001000,에이비엘생명보험,
00148434,20210331002128,20220331000946,20230331001442,20240329003201,20250515001542,오케이캐피탈,
00148443,20210315000930,20220315001068,20230316001425,20240312000821,20250317000710,제일파마홀딩스,20260316001354
00148461,20210323000507,20220323000156,20230321000389,20240321000824,20250317000206,제일연마,20260318000296
00148470,20220614000245,20220321000482,20230321001068,20240320001835,20250319000548,제일일렉트릭,20260323000869
00148504,20210331001893,20220331002222,20230515000387,20240329000873,20250331003689,한국스탠다드차타드은행,
00148522,20210317001246,20220318000974,20230321001315,20240319000584,20250312000567,퍼스텍,20260312000931
00148531,20210318000625,20220318001005,20230321001333,20240718000409,20250814004023,제이스코홀딩스,20260324000008
00148540,20210323001025,20220321001352,20230321001305,20240320001996,20250325000721,CJ,20260318001509
00148595,20210312001196,20220318000415,20230317000586,20240315000838,20250314001295,제일테크노스,20260320000688
00148610,20210316000733,20220315001273,20230314000604,20240312000990,20250311001013,한화투자증권,20260310002967
00148665,20210330001030,20220328000999,20230330000024,20240328000959,20250325000694,아이엠증권,
00148832,20210316000922,20220315001172,20230314001271,20240516000858,20250317000569,제주은행,20260316000708
00148896,20210401002874,20220311000911,20230306000254,20240329003297,20250318001243,OCI홀딩스,20260318000617
00148920,20210419000042,20220321001064,20230327000842,20240320000988,20250811000086,조광페인트,20260323001645
00148939,20220818000308,20220818000327,20230316001017,20240320001147,20250814000431,조광피혁,20260319000650
00148948,20210322000475,20220322000340,20230322000622,20240320000563,20250317000781,조비,20260318000442
00148984,20210311001234,20220314000889,20230315001326,20240315000607,20250311001197,시알홀딩스,20260319000043
00148993,20210318000809,20220317000713,20230316001297,20240314001712,20250320000510,하이트진로홀딩스,20260318001474
00149026,20210318001218,20220325000371,20230331002888,20240327000235,20250321001425,CS홀딩스,20260323001033
00149239,20210318000382,20220318000042,20230316000927,20240314001198,20250313000809,조일알미늄,20260312000761
00149266,20211217000385,20220816001100,20230324000058,20240321001516,20250401000023,씨앤에이치,
00149293,20210421000318,20220316001081,20230315001124,20240325000335,20250318001188,신한은행,20260318001285
00149345,20210305000380,20220310000270,20230309000626,20240314001089,20250312000526,조흥,20260312000677
00149354,20210318001133,20220317001328,20230314001191,20240320001873,20250318001235,종근당홀딩스,20260318001530
00149451,20210331000201,20220331000040,20230331000815,20240401000221,20250331000026,동양레저,
00149594,20210331002176,20220322000617,20230323001043,20240320000782,20250313001128,한국캐피탈,20260312000997
00149646,20210317000931,20220316001255,20230315001098,20240430000630,20250318001325,기업은행,20260318000761
00149655,20210311001003,20241220000371,20230309000761,20240329002523,20250814002350,삼성물산,20260312000856
00149770,20210331001452,20220331000659,20230317000888,20240329000771,20250314000625,중앙에너비스,20260312000614
00149804,20210319001336,20220324000531,20230323001273,20240320001199,20250317000599,대유에이텍,20260317000864
00149813,20210331002816,20220331003247,20230331003928,20240322000804,20250331003386,중앙일보,
00149947,20210318000866,20220321001347,20230321001149,20240318000800,20250318001192,JW중외제약,20260318001544
00150165,20210322000747,20220812000230,20230321000980,20240320001799,20250319000919,브이티,20260319001002
00150244,20210318000644,20220317000772,20230316001349,20240314000553,20250320000493,하이트진로,20260318000752
00150439,20210310000533,20220308000794,20230308000725,20240306000492,20250305000675,진양산업,20260304001741
00150536,20210311001037,20220315001193,20230314001018,20240321001564,20250620000414,진양제약,20260318001709
00150633,20210317000332,20260206000227,20260206000232,20260206000242,20260206000326,지누스,20260313000634
00150828,20210316001199,20220811000367,20230320000418,20240319000644,20250331002970,진흥기업,20260311004416
00151128,20210311000068,20220310000288,20230316000602,20240314000922,20250313000748,모토닉,20260318000984
00151298,20210319000451,20220321000461,20230320000604,20240320001220,20250226005968,DSR제강,20260318001149
00151368,20210322000987,20220321001232,20230320000322,20240321001182,20250317000861,인터지스,20260316001310
00151395,20210317000820,20220810000340,20230316001173,20240321001343,20250320001184,천일고속,20260319000972
00151447,20210331000638,20220331002165,20230331002130,20240401003474,20250331002545,천지산업,
00151605,20210416000402,20220322000003,20230315001266,20240313000011,20250313001073,THE CUBE&,20260312001406
00151863,20210316001237,20220324000559,20230323000135,20240320000771,20250321001411,청호ICT,
00152039,20210317000661,20220315000715,20230314000627,20240319000089,20250319000355,SG글로벌,20260318000113
00152127,20210317001228,20220321001402,20230322001185,20240321000926,20250318000481,심텍홀딩스,20260318001388
00152260,20210319001162,20220809000296,20230321000687,20240320000663,20250321001962,카스,20260323001498
00152385,20210319000919,20220331001224,20230327000820,20240328001313,20250321001573,에이프로젠,20260323001476
00152437,20210318001279,20220317001076,20230330000322,20240401003406,20250401003914,케이프,20260324000014
00152455,20210326000303,20220331001920,20230331003916,20240401003814,20250331004145,현대케피코,
00152589,20210331001278,20221011000034,20230321001056,20240315000823,20250812000548,코리아나,20260319001039
00152686,20210326000871,20220318000919,20230317001037,20240315000596,20250320001351,코리아써키트,20260319000865
00152729,20210318000782,20220321000459,20230316000645,20240315000438,20250320000952,광전자,20260319000424
00152783,20210322000506,20220321001404,20230322000501,20240320001529,20250319000535,코메론,20260320001359
00152862,20220816001952,20220816002002,20230320001050,20240325000942,20250318001402,코오롱,20260323001718
00152880,20210319000967,20220321001348,20230814002221,20240326000552,20250814003343,코오롱글로벌,20260323001556
00152923,20210331002364,20220330000832,20230331000714,20240329001976,20250414002174,코오롱글로텍,
00152932,20210318000551,20220317000467,20230315001084,20240314001086,20250317000495,하나캐피탈,20260316000663
00153126,20210318001356,20220518000298,20230331000004,20240321001677,20250320000950,크라운해태홀딩스,20260318000921
00153278,20210928000399,20220310000976,20230331000512,20240314001253,20250313001230,서연탑메탈,20260312000712
00153339,20210323000904,20220317000620,20230323001143,20240321001207,20250321000898,태경산업,20260323001550
00153375,20210322000431,20220322000269,20230322000502,20240321001124,20250319000385,태광,20260320000407
00153393,20220225006914,20220317001199,20230323001281,20240329003575,20250814001448,태광산업,20260323001584
00153418,20210331001937,20220419000090,20230331003529,20240329003491,20250331003351,티케이지태광,
00153524,20210318000939,20220317001089,20230316001205,20240314001580,20250327000507,태림포장,20260319001237
00153621,20210805000106,20220318000816,20230320000425,20240730000237,20250318000654,참엔지니어링,20260318001238
00153755,20210318001136,20220315000922,20230323000932,20240321001287,20250317000712,태양금속공업,20260317000889
00153861,20210311001176,20220310001209,20230317000233,20240927000935,20250814003344,태영건설,20260318001574
00154055,20210318000347,20220317000490,20230316000393,20240320000726,20250320001049,태원물산,20260319000688
00154329,20210323000572,20220322000869,20230322000780,20240320001241,20250319000833,TP,20260318001472
00154426,20210318000845,20220816000701,20230718000281,20240313001724,20250321000838,아이에이치큐,20260320000772
00154462,20210311001021,20220316000873,20230309000832,20240307000584,20250317000463,아모레퍼시픽홀딩스,20260318000825
00154718,20210319000990,20220707000256,20230320001085,20240320001245,20250318000663,비츠로셀,20260317000858
00155124,20210331003227,20220321001469,20240312000938,20240319000675,20250317000760,평화홀딩스,20260316000856
00155151,20210322000262,20220321000519,20230321000497,20240320000121,20250318000472,피에이치에이,20260318000311
00155212,20210305000693,20220504000292,20230310000806,20240618000197,20250314001261,포스코DX,20260313000835
00155258,20210305000745,20220311000529,20230313000443,20240315000541,20250408001924,포스코스틸리온,20260317000684
00155276,20210512000747,20220311001089,20230317000751,20240326000383,20250314000603,포스코퓨처엠,20260312000826
00155319,20210304000604,20221114000599,20230309000896,20240322000986,20250312001016,POSCO홀딩스,20260311004517
00155355,20210616000380,20220322001067,20230322001245,20240320001580,20250318001312,풀무원,20260323001547
00155373,20201127000805,20211112001153,20221114001723,20231113000480,20241111000376,풍강,20260114000285
00155382,20210331002256,20220427000213,,,,바이오빌,
00155452,20210311000995,20220321001462,20230321001241,20240318000900,20250318001261,풍국주정,20260318001648
00155498,20210331001383,20220331001950,20230330001264,,,풍림산업,
00155531,20210318001225,20220317001273,20230316001512,20240314001772,20250313001387,풍산홀딩스,20260312001433
00155586,20200707000354,20211112001077,20220629000521,20240320001706,20250312001127,HLB이노베이션,20260313000003
00155638,20210317000971,20220329001172,20230321001142,20240320001684,20250318001390,피에스텍,20260318001237
00155692,20210322000660,20220322000394,20230322000507,20240320000491,20250320000569,우리엔터프라이즈,20260323000543
00155735,20210319001330,20220318001110,20230317001064,20240325000515,20250318001054,피제이전자,20260316001412
00155948,20210322001108,20220323001346,20230323001139,20240412001567,20250331004264,로젠,20260323001366
00156150,20210331002650,20220720000259,20231030000426,20240731000687,20250321001008,엑시큐어하이트론,20260323000002
00156275,20210531000164,20220331001939,20230814000135,20240430000101,20250429000477,한겨레신문,
00156354,20210323000635,20220323000588,20230323000704,20240321000577,20250321001687,지엠비코리아,20260320001109
00156442,20210331000655,20220314001201,20230315000218,20240314000691,20250312000186,한국가구,20260311003919
00156488,20210323001094,20220323001079,20230322001091,20240320001603,20250318001178,휴스틸,20260323001656
00156600,,,20250624000158,20250624000167,20250624000171,한주라이트메탈,20260317000438
00156691,20210318001204,20220315001111,20230314001107,20240313001250,20250318000741,한국공항,20260319000066
00156859,20210317000643,20220316000897,20230316000958,20240426000802,20250317000595,다올투자증권,20260312000604
00156895,20210318000769,20220317001133,20230322000729,20240320000841,20250319000857,아주IB투자,20260319001243
00156910,20210322000157,20220322000302,20230321000691,20240320000732,20250319000401,SBI인베스트먼트,20260318001599
00156956,20210317000606,20220323000431,20230320000578,20240320000389,20250318000477,한국기업평가,20260318000302
00157070,20210311001113,20220317000875,20230323000756,20240325000553,20250320000091,한국단자공업,20260317000756
00157104,20200629000367,20210617000340,20220616000368,20230619000312,20240618000424,대동전자,20260213002807
00157399,20210316000802,20220315001175,20230328000853,20240312001055,20250311001184,한솔테크닉스,20260311004024
00157539,20210322001061,20220323001087,20230322000771,20240320001284,20250320001705,KB오토시스,20260319001360
00157636,20210323001166,20220323001081,20230321001495,20240319000673,20250319000642,케이피에프,20260317000758
00157681,20210311001146,20220310001085,20230314001159,20240329003375,20250327000664,롯데정밀화학,20260311004005
00157991,20210318000919,20220317000638,20230316000676,20240314001322,20250320000921,한국석유공업,20260319001351
00158015,20210318000110,20220311000179,20230316001502,20240321001762,20250320000479,한국선재,20260319001245
00158024,20210323000214,20220323000134,20230322000673,20240320000568,20250326001235,KBI메탈,20260319000983
00158112,20210316000316,20220316000914,20230315000812,20240313000870,20250312000675,한국수출포장공업,20260311004029
00158149,20210318001135,20220317000845,20230323000970,20240321000514,20250320000876,한국쉘석유,20260319000588
00158219,20210319001097,20220318000786,20230317000783,20240315000742,20250320000971,시그네틱스,20260319000661
00158307,20210311000926,20220314000784,20230314001273,20240315000917,20250312001152,롯데하이마트,20260311004061
00158316,20210421000624,20220323001331,20230321001519,20240320001115,20250318000811,NICE,20260323000907
00158325,20210317000949,20220318000520,20230317000824,20240319000797,20250314001653,NICE평가정보,20260313001207
00158501,20210310001205,20220308000980,20230307000691,20240313001360,20250312000984,에스원,20260311004583
00158565,20210323000552,20220321001193,20230320000539,20240320000268,20250318000726,한국알콜,20260318001201
00158909,20210318000528,20220317001071,20230316001278,20240314001547,20250317000805,하나은행,20260316000962
00158963,20210318000829,20220314000819,20230317000918,20240318000623,20250728000359,유나이티드,20260319001196
00159005,20210331001207,,,,,생고뱅코리아홀딩스,
00159023,20210317000804,20220812000185,20230320000235,20240318000570,20250317000684,SK텔레콤,20260318000532
00159102,20210318001164,20220317000925,20230831001199,20240430000990,20250814003767,DB손해보험,20260312001222
00159193,20210514000023,20220516001505,20230525000309,20240329002856,20250318000747,한국전력공사,20260317000686
00159209,20210322000901,20220321000881,20230321000487,20240320001238,20250814001076,한전기술,20260323000234
00159218,20210319000432,20220321001022,20230320000353,20240320000788,20250514000974,한전KPS,20260323000091
00159254,20210323000993,20220325001334,20230322001138,20240320001519,20250319001004,한국전자홀딩스,20260319000807
00159290,20210323001035,,,,,한국아트라스비엑스,
00159342,20210607000277,20220310001223,20240117000122,20240314001347,20250313000436,한국정보통신,20260312001132
00159500,20210318000947,20220317001068,20230316001234,20240320001071,20250318001001,한국종합기술,20260318001681
00159564,20210322000280,20220325001050,20230322000094,20240321001460,20250319000402,한국주강,20260319000634
00159573,20210317000600,20220317000790,20230316000941,20240321000781,20250320000304,한국주철관공업,20260319000512
00159616,20240516002209,20220322000017,20230321001573,20240327001226,20250320001103,두산에너빌리티,20260320001246
00159643,20210331002928,20220331002809,20230330001452,20240329002671,20250331003161,한국증권금융,
00159698,20210322001012,20220322000684,20230322000036,20240321001996,20250327000192,지역난방공사,20260313000652
00159731,20210317000990,20220321001380,20230321001019,20240320001296,20250407004334,글로본,20260323001514
00159740,20210326000432,20220317000898,20230324001226,20240314001743,20250320001326,KISCO홀딩스,20260319001343
00159768,,,20240131000141,20240401001569,20250331002990,대동모빌리티,
00159786,20210310000439,20220308000942,20230308000675,20240320000795,20250318000116,유니드,20260310002923
00159795,20210322000802,20220322000780,20230321001102,20240321001829,20250319000937,한국카본,20260319001272
00159810,20210316000698,20220315000294,20230711000073,20240813001630,20250327000323,카프로,20260323000718
00159874,20210331002088,20220331001272,20230331002160,20240329001300,20250331000687,한국지주,
00159971,20210319000813,20220325000392,20230331001047,20240319000730,20250320001565,KC그린홀딩스,20260323001644
00160010,20210322000333,20220321000125,20230321000046,20240318000103,20250317000029,한국큐빅,20260313000831
00160047,20221215000231,20221215000241,20230324001090,20240320001601,20250318000944,한국앤컴퍼니,20260318000997
00160144,20250321000812,20250321000825,20250321000833,20250321000842,20250321000977,한국투자증권,20260320001144
00160205,20210322000191,20220321001149,20230320000791,20240318000649,20250318000918,한국내화,20260319000796
00160232,20210318000908,20220317000405,20230316000684,20240319000870,20250814001308,KSS해운,20260318001401
00160302,20210317001274,20220322001034,20240327000855,20240320001341,20250318000926,코스모화학,20260319001313
00160375,20210308000592,20220729000335,20230306000422,20240304000316,20250228006453,진양폴리우레탄,20260227008561
00160393,,,20230316000539,20240429000408,20250428000500,케이비라이프생명보험,20260313001119
00160418,20210318000594,20220317000361,20230323000478,20240321000675,20250318000552,한국무브넥스,20260323000529
00160588,20210319000994,20220324000140,20251218000251,20251218000264,20251218000270,한화,20260320000558
00160621,20210318000787,20220318000130,20230316001365,20240320001586,20250814003121,한국화장품제조,20260319001214
00160843,20210319001013,20220321001280,20230321001125,20240327001130,20250312001130,DB하이텍,20260316001250
00160861,20210318000587,20220317000292,20230316000728,20240314000591,20250320000501,한농화성,20260319000612
00161046,20210318000282,20220316001089,20230316000780,20240314000463,20250312000222,한독,20260318000762
00161116,20210422000308,20220317001226,20230315001407,20240318000780,20250317000836,HL D&I,20260317000824
00161125,20210319001134,20220816000770,20230515000867,20240320000500,20260318000466,한온시스템,20260318000645
00161356,,20220330001278,20230330001141,20240329000333,20250328001027,파르나스호텔,
00161383,20210311000922,20220415000576,20230316001554,20240314001257,20250313001171,한미반도체,20260312001230
00161408,20210318000761,20220916000058,20230316000472,20240314000449,20250314001558,케이비캐피탈,20260317000642
00161426,20210318001418,20220316001401,20230321001527,20240328001634,20250318001281,한미사이언스,20260320001158
00161444,20210330001222,20220330001434,20230330001182,20240328001305,20250328001804,한국씨티은행,
00161462,20210316000584,20220315001261,20230314001059,20240312000765,20250311001310,에이티넘인베스트,20260310002340
00161693,20210319001191,20220816002277,20230314001297,20240328001271,20250313001195,한샘,20260319001167
00161709,20210318001322,20220317001198,20230316001331,20240321000997,20250814001419,퍼시스,20260319001152
00161781,20210322000678,20220324000393,20230321000733,20240320000889,20250318000855,아난티,20260311003981
00161860,20210322000152,20220321001488,20230320000677,20240320000851,20250318001322,한성기업,20260318001070
00161976,20210322000964,20220321001517,20230321000858,20240320001679,20250814003323,한세예스24홀딩스,20260318001537
00162063,20210315000770,20220713000230,20230315001227,20240321001712,20250814002318,한신공영,20260319000721
00162072,20210325000723,20220322000815,20251024000392,20251024000397,20251107000545,한신기계공업,20260319001391
00162221,20210331002822,20220718000339,20230331003692,20240401003785,20250331004309,비에스한양,
00162416,20210317000970,20220315001266,20230315000894,20240313000842,20250321001966,한양증권,20260318001610
00162461,20210316001231,20220728000033,20230316001209,20240328000654,20250317001024,한화솔루션,20260316000955
00162586,20210318000891,20220816001546,20230321000255,20240320000734,20250318000750,한올바이오파마,20260318001637
00162832,20210316000434,20220321001231,20230321000435,20240320000786,20250318001076,한일단조,20260318001200
00162911,20210315000583,20220307000330,20230308000432,20240313001301,20250312000585,한일사료,20260312001293
00162993,20210317001064,20220321000887,20230717000230,20240320001809,20250318001319,한일홀딩스,20260318001536
00163114,20210318001198,20220317001041,20230321001373,20240320001752,20250318001318,서연,20260318001577
00163196,20210311001048,20220310001096,20230323001307,20240319000754,20250715000144,한일철강,20260311004523
00163318,20210318000699,20220317000598,20230316001093,20240314000826,20250313000769,모헨즈,20260318000856
00163345,20210322000448,20220322000400,20230321001132,20240320000561,20250320000879,DB,20260323001119
00163512,20210325000974,20220812000715,20230315001412,20240328001771,20250317000904,한진,20260316001427
00163673,20210318000611,20220323000386,20230323001291,20240321000495,20250320000396,한진중공업홀딩스,20260319000097
00163682,20210310000677,20220308000675,20230309000552,20240401003586,20250331003245,메리츠증권,
00163691,20210331003199,20220331002815,20230321001229,20240320001569,20250331003248,유수홀딩스,20260323001290
00163716,20210817001332,20220323001074,20230330001135,20240328001679,20250801000425,한창,20260320001161
00163761,20210317000550,20220316000600,20230321001020,20240320000842,20250318001122,한창제지,20260318000958
00164308,20210316001207,20220321000836,20230321001424,20240319000516,,이마트에브리데이,
00164326,20210329000313,20220331000288,20230331001718,20240401002011,,인켈,
00164362,20210330001637,20220930000219,20230321000776,20240321001862,20250320000502,행남사,20260320000330
00164478,20210317001019,20220325001068,20230315001104,20240329003141,20251017000151,현대건설,20260318001395
00164502,20210323000382,20220322000819,20230323000060,20240320000442,20250321001194,현대공업,20260320001172
00164609,20210312001202,20220315000376,20230320000896,20240315000753,,에이치디현대미포,
00164618,20210319000272,20220321000531,20230807000346,20250331003410,20250331003311,현대사료,20260324000011
00164636,20210317001090,20220321001432,20230316001462,20240321000304,20250812000713,HDC,20260318001262
00164645,20210318001102,20220321001124,20230714000061,20240328001188,20250318000828,HMM,20260318001444
00164672,20210316001174,20220318000803,20230317000982,20240318000591,20250317000892,한일현대시멘트,
00164706,20210218000003,20220216001148,20230216001304,20240221001706,20250219001662,현대약품,20260213002543
00164724,20210319001408,20220321001512,20230321001479,20240320001956,20250318000920,현대엘리베이터,20260318001372
00164742,20220217001036,20240314001466,20240314001531,20240313001451,20250312001148,현대자동차,20260318001394
00164779,20210330000776,20220322000590,20230321001209,20240319000684,20250319000665,SK하이닉스,20260317000635
00164788,20210326001090,20221005000463,20230321001162,20240319000626,20250311001180,현대모비스,20260309001878
00164812,20210316000887,20220322000850,20230321001082,20240318000785,20250324000696,현대코퍼레이션,20260323001413
00164830,20210316001006,20220314000893,20230320000758,20240321000061,20250318001131,HD한국조선해양,20260320001032
00164876,20210324000522,20220324000538,20230323000628,20240321001123,20250321001148,케이비증권,
00164973,20211115002272,20220816002204,20230309000797,20240314001515,20250407001731,현대해상,20260312001448
00165060,20210311000855,20220310000559,20230320001064,20240325000794,20250313000702,하이록코리아,20260312001217
00165103,20210317000373,20220720000300,20240808000319,20240808000236,20250321001761,푸드웰,20260324000034
00165343,20210318001310,20220812000292,20230316001218,20240314001031,20250804000178,혜인,20260319001173
00165361,20210813000175,20220331001951,20230724000314,20240812000896,20250430000698,휴코드홀딩스,
00165413,20210315001080,20220316001034,20230321001511,20240401004380,20250725000806,롯데케미칼,20260312001296
00165459,20210331002562,20221004000058,20230322000596,20240401003454,20250331002860,GS칼텍스,
00165583,20210318000819,20220317000782,20230316000899,20240321001440,20250814000491,E1,20260319001298
00165653,20210331002277,20220331002140,20230331003863,20240401003727,20251222000502,호텔롯데,
00165680,20210310001048,20220310000632,20230308000580,20240313001634,20250515002269,호텔신라,20260311004398
00166175,20210311000753,20220329000756,20230321000135,20240320001437,20250814001995,대호특수강,20260317000646
00166227,20210319000897,20220812000471,20230317000128,20240315000083,20250317000314,화승인더스트리,20260312000403
00166272,20210323000769,20220328000684,20230321001153,20240320001210,20250321001555,화승코퍼레이션,20260323001005
00166315,20210322000570,20220321001215,20230320000645,20240320000628,20250317000376,화신,20260316000461
00166333,20210331001262,20220331001019,20230331001425,20240401003450,20250407001849,화신테크,
00166500,20210317000728,20220316000724,20230315000727,20240312000425,20250814002772,화천기계,20260318001051
00166519,20210317000394,20220316000620,20230315000315,20240313000479,20250312000803,화천기공,20260318000857
00166528,20210317000547,20220316000522,20230315000776,20240313001111,20250312000249,서암기계공업,20260318001127
00166546,20210331002381,20220331001651,20230331000581,20240401003599,20250331002865,환영철강공업,
00166573,20210311000726,20220310000467,20230316000803,20240314001165,20250813000488,환인제약,20260312001200
00167004,20210317000099,20220317000073,20230316000473,20240327000059,20250313000639,흥구석유,
00167031,20210317000456,20220316000337,20230315000479,20240313001374,20250312000566,흥국,20260318000579
00167068,20210331002618,20220331003739,20230331004255,20240430000726,20250410002948,흥국생명보험,
00167192,20210322000283,20220321000535,20230321000737,20240320000622,20250318000857,넥센,20260318000932
00167208,20210729000451,20220816000435,20230320001057,20240320001803,20250317000787,흥아해운,20260318000745
00167280,20210323000778,20220329001342,,,,폴루스바이오팜,
00168012,20210330000045,20220329000474,20230329000278,20240328000564,20250331001055,와이제이씨,
00168331,20220318001096,20220322001089,20230322001115,20240320001042,20250320000926,온타이드,20260319001171
00168401,20201229000327,20211222000233,20221215000437,20231214000541,20241219000451,금비,20260219001813
