corp_code,corp_name,stock_code,is_listed,n_years,rcept_2020,rcept_2021,rcept_2022,rcept_2023,rcept_2024
00157681,롯데정밀화학,004000,True,5,20210311001146,20220310001085,20230314001159,20240329003375,20250327000664
00157991,한국석유공업,004090,True,5,20210318000919,20220317000638,20230316000676,20240314001322,20250320000921
00158015,한국선재,025550,True,5,20210318000110,20220311000179,20230316001502,20240321001762,20250320000479
00158024,KBI메탈,024840,True,5,20210323000214,20220323000134,20230322000673,20240320000568,20250326001235
00158112,한국수출포장공업,002200,True,5,20210316000316,20220316000914,20230315000812,20240313000870,20250312000675
00158149,한국쉘석유,002960,True,5,20210318001135,20220317000845,20230323000970,20240321000514,20250320000876
00158219,시그네틱스,033170,True,5,20210319001097,20220318000786,20230317000783,20240315000742,20250320000971
00158307,롯데하이마트,071840,True,5,20210311000926,20220314000784,20230314001273,20240315000917,20250312001152
00158316,NICE,034310,True,5,20210421000624,20220323001331,20230321001519,20240320001115,20250318000811
00158325,NICE평가정보,030190,True,5,20210317000949,20220318000520,20230317000824,20240319000797,20250314001653
00158501,에스원,012750,True,5,20210310001205,20220308000980,20230307000691,20240313001360,20250312000984
00158565,한국알콜,017890,True,5,20210323000552,20220321001193,20230320000539,20240320000268,20250318000726
00158909,하나은행,004940,True,5,20210318000528,20220317001071,20230316001278,20240314001547,20250317000805
00158963,유나이티드,033270,True,4,20210318000829,20220314000819,20230317000918,20240318000623,
00159005,생고뱅코리아홀딩스,002000,True,1,20210331001207,,,,
00159023,SK텔레콤,017670,True,4,20210317000804,,20230320000235,20240318000570,20250317000684
00159102,DB손해보험,005830,True,3,20210318001164,20220317000925,,20240430000990,
00159193,한국전력공사,015760,True,5,20210514000023,20220516001505,20230525000309,20240329002856,20250318000747
00159209,한전기술,052690,True,4,20210322000901,20220321000881,20230321000487,20240320001238,
00159218,한전KPS,051600,True,5,20210319000432,20220321001022,20230320000353,20240320000788,20250514000974
00159254,한국전자홀딩스,006200,True,5,20210323000993,20220325001334,20230322001138,20240320001519,20250319001004
00159290,한국아트라스비엑스,023890,True,1,20210323001035,,,,
00159342,한국정보통신,025770,True,4,20210607000277,20220310001223,,20240314001347,20250313000436
00159500,한국종합기술,023350,True,5,20210318000947,20220317001068,20230316001234,20240320001071,20250318001001
00159564,한국주강,025890,True,5,20210322000280,20220325001050,20230322000094,20240321001460,20250319000402
00159573,한국주철관공업,000970,True,5,20210317000600,20220317000790,20230316000941,20240321000781,20250320000304
00159616,두산에너빌리티,034020,True,4,,20220322000017,20230321001573,20240327001226,20250320001103
00159643,한국증권금융,,False,5,20210331002928,20220331002809,20230330001452,20240329002671,20250331003161
00159698,지역난방공사,071320,True,5,20210322001012,20220322000684,20230322000036,20240321001996,20250327000192
00159731,글로본,019660,True,5,20210317000990,20220321001380,20230321001019,20240320001296,20250407004334
00159740,KISCO홀딩스,001940,True,5,20210326000432,20220317000898,20230324001226,20240314001743,20250320001326
00159768,대동모빌리티,,False,2,,,,20240401001569,20250331002990
00159786,유니드,014830,True,5,20210310000439,20220308000942,20230308000675,20240320000795,20250318000116
00159795,한국카본,017960,True,5,20210322000802,20220322000780,20230321001102,20240321001829,20250319000937
00159810,카프로,006380,True,3,20210316000698,20220315000294,,,20250327000323
00159874,한국지주,009760,True,5,20210331002088,20220331001272,20230331002160,20240329001300,20250331000687
00159971,KC그린홀딩스,009440,True,5,20210319000813,20220325000392,20230331001047,20240319000730,20250320001565
00160010,한국큐빅,021650,True,5,20210322000333,20220321000125,20230321000046,20240318000103,20250317000029
00160047,한국앤컴퍼니,000240,True,3,,,20230324001090,20240320001601,20250318000944
00160144,한국투자증권,,False,1,,,,,20250321000977
00160205,한국내화,010040,True,5,20210322000191,20220321001149,20230320000791,20240318000649,20250318000918
00160232,KSS해운,044450,True,4,20210318000908,20220317000405,20230316000684,20240319000870,
00160302,코스모화학,005420,True,4,20210317001274,20220322001034,,20240320001341,20250318000926
00160375,진양폴리우레탄,010640,True,4,20210308000592,,20230306000422,20240304000316,20250228006453
00160393,케이비라이프생명보험,,False,3,,,20230316000539,20240429000408,20250428000500
00160418,한국무브넥스,010100,True,5,20210318000594,20220317000361,20230323000478,20240321000675,20250318000552
00160588,한화,000880,True,2,20210319000994,20220324000140,,,
00160621,한국화장품제조,003350,True,4,20210318000787,20220318000130,20230316001365,20240320001586,
00160843,DB하이텍,000990,True,5,20210319001013,20220321001280,20230321001125,20240327001130,20250312001130
00160861,한농화성,011500,True,5,20210318000587,20220317000292,20230316000728,20240314000591,20250320000501
00161046,한독,002390,True,5,20210318000282,20220316001089,20230316000780,20240314000463,20250312000222
00161116,HL D&I,014790,True,5,20210422000308,20220317001226,20230315001407,20240318000780,20250317000836
00161125,한온시스템,018880,True,4,20210319001134,,20230515000867,20240320000500,20250321001829
00161356,파르나스호텔,,False,4,,20220330001278,20230330001141,20240329000333,20250328001027
00161383,한미반도체,042700,True,5,20210311000922,20220415000576,20230316001554,20240314001257,20250313001171
00161408,케이비캐피탈,021960,True,4,20210318000761,,20230316000472,20240314000449,20250314001558
00161426,한미사이언스,008930,True,5,20210318001418,20220316001401,20230321001527,20240328001634,20250318001281
00161444,한국씨티은행,016830,True,5,20210330001222,20220330001434,20230330001182,20240328001305,20250328001804
00161462,에이티넘인베스트,021080,True,5,20210316000584,20220315001261,20230314001059,20240312000765,20250311001310
00161693,한샘,009240,True,4,20210319001191,,20230314001297,20240328001271,20250313001195
00161709,퍼시스,016800,True,4,20210318001322,20220317001198,20230316001331,20240321000997,
00161781,아난티,025980,True,5,20210322000678,20220324000393,20230321000733,20240320000889,20250318000855
00161860,한성기업,003680,True,5,20210322000152,20220321001488,20230320000677,20240320000851,20250318001322
00161976,한세예스24홀딩스,016450,True,4,20210322000964,20220321001517,20230321000858,20240320001679,
00162063,한신공영,004960,True,3,20210315000770,,20230315001227,20240321001712,
00162072,한신기계공업,011700,True,2,20210325000723,20220322000815,,,
00162221,비에스한양,,False,4,20210331002822,,20230331003692,20240401003785,20250331004309
00162416,한양증권,001750,True,5,20210317000970,20220315001266,20230315000894,20240313000842,20250321001966
00162461,한화솔루션,009830,True,4,20210316001231,,20230316001209,20240328000654,20250317001024
00162586,한올바이오파마,009420,True,4,20210318000891,,20230321000255,20240320000734,20250318000750
00162832,한일단조,024740,True,5,20210316000434,20220321001231,20230321000435,20240320000786,20250318001076
00162911,한일사료,005860,True,5,20210315000583,20220307000330,20230308000432,20240313001301,20250312000585
00162993,한일홀딩스,003300,True,4,20210317001064,20220321000887,,20240320001809,20250318001319
00163114,서연,007860,True,5,20210318001198,20220317001041,20230321001373,20240320001752,20250318001318
00163196,한일철강,002220,True,4,20210311001048,20220310001096,20230323001307,20240319000754,
00163318,모헨즈,006920,True,5,20210318000699,20220317000598,20230316001093,20240314000826,20250313000769
00163345,DB,012030,True,5,20210322000448,20220322000400,20230321001132,20240320000561,20250320000879
00163512,한진,002320,True,4,20210325000974,,20230315001412,20240328001771,20250317000904
00163673,한진중공업홀딩스,003480,True,5,20210318000611,20220323000386,20230323001291,20240321000495,20250320000396
00163682,메리츠증권,008560,True,5,20210310000677,20220308000675,20230309000552,20240401003586,20250331003245
00163691,유수홀딩스,000700,True,5,20210331003199,20220331002815,20230321001229,20240320001569,20250331003248
00163716,한창,005110,True,4,,20220323001074,20230330001135,20240328001679,20250319000938
00163761,한창제지,009460,True,5,20210317000550,20220316000600,20230321001020,20240320000842,20250318001122
00164308,이마트에브리데이,010090,True,4,20210316001207,20220321000836,20230321001424,20240319000516,
00164326,인켈,,False,4,20210329000313,20220331000288,20230331001718,20240401002011,
00164362,행남사,008800,True,4,20210330001637,,20230321000776,20240321001862,20250320000502
00164478,현대건설,000720,True,4,20210317001019,20220325001068,20230315001104,20240329003141,
00164502,현대공업,170030,True,5,20210323000382,20220322000819,20230323000060,20240320000442,20250321001194
00164609,에이치디현대미포,010620,True,4,20210312001202,20220315000376,20230320000896,20240315000753,
00164618,현대사료,016790,True,4,20210319000272,20220321000531,20230323001258,,20250331003311
00164636,HDC,012630,True,4,20210317001090,20220321001432,20230316001462,20240321000304,
00164645,HMM,011200,True,4,20210318001102,20220321001124,,20240328001188,20250318000828
00164672,한일현대시멘트,006390,True,5,20210316001174,20220318000803,20230317000982,20240318000591,20250317000892
00164706,현대약품,004310,True,5,20210218000003,20220216001148,20230216001304,20240221001706,20250219001662
00164724,현대엘리베이터,017800,True,5,20210319001408,20220321001512,20230321001479,20240320001956,20250318000920
00164742,현대자동차,005380,True,2,,,,20240313001451,20250312001148
00164779,SK하이닉스,000660,True,5,20210330000776,20220322000590,20230321001209,20240319000684,20250319000665
00164788,현대모비스,012330,True,4,20210326001090,,20230321001162,20240319000626,20250311001180
00164812,현대코퍼레이션,011760,True,5,20210316000887,20220322000850,20230321001082,20240318000785,20250324000696
00164830,HD한국조선해양,009540,True,5,20210316001006,20220314000893,20230320000758,20240321000061,20250318001131
00164876,케이비증권,003450,True,5,20210324000522,20220324000538,20230323000628,20240321001123,20250321001148
00164973,현대해상,001450,True,3,,,20230309000797,20240314001515,20250407001731
00165060,하이록코리아,013030,True,5,20210311000855,20220310000559,20230320001064,20240325000794,20250313000702
00165103,푸드웰,005670,True,2,20210317000373,,,,20250321001761
00165343,혜인,003010,True,3,20210318001310,,20230316001218,20240314001031,
00165361,휴코드홀딩스,036840,True,2,,20220331001951,,,20250430000698
00165413,롯데케미칼,011170,True,4,20210315001080,20220316001034,20230321001511,20240401004380,
00165459,GS칼텍스,,False,4,20210331002562,,20230322000596,20240401003454,20250331002860
00165583,E1,017940,True,4,20210318000819,20220317000782,20230316000899,20240321001440,
00165653,호텔롯데,,False,4,20210331002277,20220331002140,20230331003863,20240401003727,
00165680,호텔신라,008770,True,5,20210310001048,20220310000632,20230308000580,20240313001634,20250515002269
00166175,대호특수강,021040,True,4,20210311000753,20220329000756,20230321000135,20240320001437,
00166227,화승인더스트리,006060,True,4,20210319000897,,20230317000128,20240315000083,20250317000314
00166272,화승코퍼레이션,013520,True,5,20210323000769,20220328000684,20230321001153,20240320001210,20250321001555
00166315,화신,010690,True,5,20210322000570,20220321001215,20230320000645,20240320000628,20250317000376
00166333,화신테크,086250,True,5,20210331001262,20220331001019,20230331001425,20240401003450,20250407001849
00166500,화천기계,010660,True,4,20210317000728,20220316000724,20230315000727,20240312000425,
00166519,화천기공,000850,True,5,20210317000394,20220316000620,20230315000315,20240313000479,20250312000803
00166528,서암기계공업,100660,True,5,20210317000547,20220316000522,20230315000776,20240313001111,20250312000249
00166546,환영철강공업,,False,5,20210331002381,20220331001651,20230331000581,20240401003599,20250331002865
00166573,환인제약,016580,True,4,20210311000726,20220310000467,20230316000803,20240314001165,
00167004,흥구석유,024060,True,5,20210317000099,20220317000073,20230316000473,20240327000059,20250313000639
00167031,흥국,010240,True,5,20210317000456,20220316000337,20230315000479,20240313001374,20250312000566
00167068,흥국생명보험,,False,5,20210331002618,20220331003739,20230331004255,20240430000726,20250410002948
00167192,넥센,005720,True,5,20210322000283,20220321000535,20230321000737,20240320000622,20250318000857
00167208,흥아해운,003280,True,3,,,20230320001057,20240320001803,20250317000787
00167280,폴루스바이오팜,007630,True,2,20210323000778,20220329001342,,,
00168012,와이제이씨,,False,5,20210330000045,20220329000474,20230329000278,20240328000564,20250331001055
00168331,온타이드,005320,True,4,,20220322001089,20230322001115,20240320001042,20250320000926
00168401,금비,008870,True,5,20201229000327,20211222000233,20221215000437,20231214000541,20241219000451
00168933,DB생명보험,,False,5,20210331000674,20220331000879,20230331002038,20240430000694,20250328002241
00169048,HLB글로벌,003580,True,5,20210330001057,20220322000988,20230322000937,20240320001129,20250319000687
00169215,에너토크,019990,True,3,20210318000261,,,20240321000627,20250320000739
00170026,시공테크,020710,True,5,20210319000664,20220321001016,20230321000849,20240320001127,20250318000567
00170442,하나에프앤아이,,False,5,20210318000669,20220316001094,20230315000766,20240313000616,20250314001545
00170558,코웨이,021240,True,4,20210323000600,,20230321000862,20240329002735,20250321001734
00170877,진로발효,018120,True,5,20210326001334,20220328001038,20230317000937,20240320001785,20250319001021
00171052,코리아로터리서비스,,False,5,20210331002929,20220331001582,20230331003572,20240401001965,20250331002220
00171265,파라다이스,034230,True,5,20210419000082,20220317001345,20230316001131,20240314000746,20250415000021
00171636,한솔홀딩스,004150,True,4,20210323000624,20220317001261,20230321001029,20240319000658,
00171867,에스씨디,042110,True,5,20210322001116,20220322001081,20230323000621,20240321000373,20250320001021
00172079,HLB파나진,046210,True,4,20210319000952,20220321001170,20230323000971,20240318000566,
00172185,남성,004270,True,5,20210319001297,20220329001016,20230321001012,20240320000908,20250319000945
00172228,엔케이,085310,True,4,20210322000476,,20230322000525,20240320000476,20250319000323
00172291,더존비즈온,012510,True,4,,20220330001628,20230315001173,20240313001285,20250317001028
00172680,동국산업,005160,True,5,20210319000460,20220315001103,20230321001098,20240318000729,20250318001230
00172778,신영씨앤디,,False,5,20210331002267,20220331000737,20230330001443,20240329001877,20250331003561
00172936,동일산업,004890,True,5,20210323000594,20220325001115,20230324000928,20240322000958,20250328001290
00172945,동일스틸럭스,023790,True,4,20210319001209,,20230321001184,20240321000022,20250321000440
00173032,동화기업,025900,True,4,20210322000807,20220321001243,,20240320001920,20250320001641
00173069,아진카인텍,011400,True,5,20210331001738,20220331002214,20230331002932,20240329000462,20250403001500
00173078,명신산업,009900,True,5,20210319001395,20220321001206,20230321000892,20240328000483,20250318000402
00173102,모나리자,012690,True,4,20210317000615,,20230320000922,20240315000868,20250314001404
00173351,삼진,032750,True,5,20210318001321,20220317000944,20230316001142,20240321001451,20250325000593
00173449,빌리언스,044480,True,5,20210617000315,20220325001065,20230323000515,20240328001602,20250312001143
00173591,세원물산,024830,True,5,20210322000868,20220323000750,20230322000693,20240321001499,20250321000870
00173661,에스지신성건설,001970,True,5,20210331002834,20220331003171,20230331003923,20240401004262,20250331003654
00173698,신일전자,002700,True,5,20210322000414,20220321000808,20230323000459,20240320000394,20250320000612
00173731,씨앤에스자산관리,032040,True,5,20210331000193,20220330000358,20230330001235,20240328001098,20250328001306
00173740,신한,005450,True,5,20210607000054,20220331000007,20230330000057,20240401000319,20250401001230
00173795,신흥,004080,True,5,20210323001129,20220321000785,20230411002838,20240314000810,20250320000945
00173874,넥센타이어,002350,True,5,20210318000728,20220318000955,20230320000888,20240318000903,20250318001449
00173944,우진,105840,True,5,20210311000698,20220310000376,20230316000799,20240315000580,20250313001154
00173999,유성티엔에스,024800,True,2,,,,20240424000461,20250328002304
00174004,유성기업,002920,True,5,20210317001075,20220321001007,20230323000683,20240320001744,20250317000557
00174208,진성티이씨,036890,True,5,20210319000930,20220321001345,20230324001122,20240320001972,20250318001437
00174527,HS화성,002460,True,5,20210318000688,20220331003395,20230316001392,20240314001502,20250320001481
00175173,오스템,031510,True,5,20210322000776,20220321000828,20230321000976,20240314001620,20250526000339
00175623,ES큐브,050120,True,5,20210319001394,20220519000257,20230323001446,20240320001619,20250321001435
00175650,케이씨더블류,068060,True,5,20210331001006,20220322000298,20230322000994,20240319000518,20250319000464
00176516,금화피에스시,036190,True,5,20210312000518,20220308000706,20230309000747,20240307000944,20250306000553
00176792,오렌지라이프생명보험,079440,True,1,20210330001517,,,,
00176835,농우바이오,054050,True,5,20210322000424,20220323000662,20230322000827,20240312001061,20250319001031
00176914,다우기술,023590,True,4,,20220324000698,20230321001409,20240320001719,20250318001202
00177199,디씨엠,024090,True,4,20210317000453,20220316000782,20230315000573,20240313000780,
00177320,대성미생물,036480,True,5,20210316000725,20220316000486,20230315000577,20240320000483,20250318000467
00177816,대주전자재료,078600,True,4,20210317000773,20220511000513,,20240321001455,20250318001023
00177870,대창솔루션,096350,True,5,20210323000995,20220323000602,20230323000637,20240326001031,20250321001102
00178754,동아지질,028100,True,4,20210317000479,20220315001251,20230320001020,20240320001574,
00178790,동양이엔피,079960,True,5,20210611000332,20220318000878,20230317000861,20240315000712,20250314000865
00178851,동양에스텍,060380,True,5,20210317001211,20220406002597,20230321001285,20240320001131,20250318000884
00180263,리더스코스메틱,016100,True,4,20210319001269,,20230321001413,20240409003394,20250530002388
00180795,인팩,023810,True,5,20210322001026,20220322000861,20230322000936,20240320001260,20250321001500
00180865,디에이치엑스컴퍼니,031860,True,2,20210319001375,,20230322001167,,
00181299,상아프론테크,089980,True,5,20210315000793,20220321001494,20230320001069,20240318000751,20250317000962
00181712,SK,034730,True,4,20210319001179,,20230321001347,20240319000757,20250318001364
00181934,플랜텍,051310,True,5,20210326000283,20220330001393,20230327000758,20240328001403,20250328000210
00181943,에스제이엠홀딩스,025530,True,4,20210318001401,,20230322001299,20240321001861,20250320001596
00184667,유진기업,023410,True,5,20210322001037,20220322001032,20230322000925,20240320002020,20250319000352
00184889,이건홀딩스,039020,True,5,20210319000473,20220321000955,20230321001391,20240320001837,20250321001920
00185046,SM C&C,048550,True,5,20210322000792,20220323001283,20230321001476,20240319000816,20250317000694
00185222,크린앤사이언스,045520,True,5,20210311000058,20220317000193,20230322000127,20240321000092,20250320000033
00185356,제룡전기,033100,True,5,20210315000260,20220316001029,20230331000177,20240318000327,20250317000538
00185505,제일바이오,052670,True,4,20210319001327,,20230321000963,20240321001881,20250324000112
00186452,광무,029480,True,4,20210319001284,,20230321001432,20240320000939,20250321000896
00186513,코리아세븐,,False,5,20210331002185,20220331003343,20230331004007,20240401004248,20250331003337
00186559,아이티센씨티에스,031820,True,5,20210322000972,20220328001029,20230330000235,20240327001197,20250319001103
00186717,태양,053620,True,5,20210311000767,20220308000461,20230314000471,20240313001621,20250311000593
00186799,태웅,044490,True,5,20210419000439,20220322000671,20230317001006,20240319000350,20250320000535
00186939,특수건설,026150,True,5,20210615000441,20220323001251,20230324000988,20240320001779,20250404002653
00187415,코미팜,041960,True,5,20210317000965,20220316001206,20230315001065,20240320001855,20250318000632
00187725,코콤,015710,True,5,20210312001140,20220318001084,20230321001505,20240321001016,20250318001160
00187770,한국파마,032300,True,5,20210322000118,20220321000302,20230323000939,20240321001502,20250320001105
00187868,아이디스파워텔,,False,5,20210330000880,20220330000592,20230331001921,20240329002139,20250331002030
00188089,한섬,020000,True,3,20210315000785,,20230315001312,20240315000735,
00188715,현진소재,053660,True,1,,,20230330001612,,
00188797,포메탈,119500,True,5,20210316001151,20220321000778,20230321001348,20240320001300,20250318000875
00188973,화일약품,061250,True,4,20210331003330,20220331002601,,20240329002841,20250313000830
00189538,피델릭스,032580,True,5,20210317000497,20220315000854,20230320000077,20240312000090,20250311000076
00190321,케이티,030200,True,4,20210319001235,,20230323001449,20240320002050,20250321001834
00190756,와이엔텍,067900,True,5,20210318000109,20220318000476,20230320000992,20240320001758,20250317000860
00191287,대동금속,020400,True,5,20210317000934,20220318000716,20230322000397,20240320000756,20250318000643
00191472,KPX케미칼,025000,True,5,20210318001183,20220317000976,20230316000950,20240314001246,20250313001177
00191588,삼원강재,023000,True,5,20210311000011,20220310000009,20230314000085,20240313001112,20250314000520
00192347,메타넷디지털,,False,5,20210331001328,20220331001825,20230331000081,20240401004406,20250331002192
00192499,팜스토리,027710,True,3,20210420000325,,,20240321001981,20250321001447
00193009,케이에이치필룩스,033180,True,5,20210319001169,20220322001131,20230323001312,20240320001682,20250402002557
00193328,수산인더스트리,126720,True,2,,,20230323001537,20240320000834,
00194275,코너스톤네트웍스,033110,True,1,20210330001584,,,,
00194947,한전산업,130660,True,5,20210323001114,20220323001234,20230323001346,20240321001344,20250320001416
00195229,미스토홀딩스,081660,True,4,20210319000773,,20230321000775,20240320000962,20250321001837
00197476,코엔텍,029960,True,5,20210419000424,20220318001127,20230320001036,20240318000930,20250321001548
00197759,미래산업,025560,True,3,20210322001086,,20230320000617,,20250318001105
00198192,한국팩키지,037230,True,5,20210318000508,20220323001308,20230316001124,20240314000683,20250314001208
00198378,녹십자셀,031390,True,1,20210316001103,,,,
00198697,일진디스플,020760,True,4,20210322000864,20220322001113,,20240321001473,20250320000779
00199030,매일방송,,False,5,20210507000681,20220331002806,20230331003200,20240401004125,20250331002854
00199076,동일기연,032960,True,4,20210317001259,20220324000628,20230322001260,20240321001045,
00199252,HLB,028300,True,5,20210322000849,20220422000732,20230322000990,20240321001754,20250321001860
00199988,동아화성,041930,True,5,20210323000408,20220323000445,20230323000374,20240320000412,20250320000809
00200275,YTN,040300,True,5,20210318000622,20220323001131,20230322000905,20240321000526,20250520000070
00200910,아이즈비전,031310,True,5,20210331002835,20220331003626,20230331003427,20240320001759,20250318001239
00200938,신세계센트럴,,False,5,20210331000205,20220331001749,20230331002462,20240329002680,20250331000163
00201131,아즈텍WB,032080,True,5,20210319000434,20220321000921,20230317000993,20240320000770,20250324000935
00201432,비츠로시스,054220,True,4,20201126000571,20210621000290,20220620000074,20240318000945,
00201450,에스케이렌터카,068400,True,5,20210316000331,20220318000329,20230320000162,20240318000908,20250331001902
00201733,TJ미디어,032540,True,5,20210316000752,20220314001067,20230314000948,20240315000621,20250317000674
00201742,유라테크,048430,True,5,20210311001124,20220322000732,20230323000536,20240314001266,20250318000569
00201788,제낙스,065620,True,5,20210318000066,20220317000339,20230328000422,20240328000078,20250327000022
00202060,구영테크,053270,True,5,20210318000536,20220317001311,20230320000969,20240320001361,20250318000572
00202185,KBS미디어,,False,1,20210330001498,,,,
00202839,한창산업,079170,True,5,20210318000573,20220317000582,20230316000577,20240321000767,20250320000472
00203023,시노펙스,025320,True,5,20210323000457,20220318000396,20230317000970,20240319000824,20250318001412
00203209,에쎈테크,043340,True,3,,,20230314001135,20240313001614,20250314001611
00203290,콜마홀딩스,024720,True,4,20210318001138,20220317000793,20230321001245,20240326000907,
00203315,콘텐트리중앙,036420,True,5,20210317000814,20220323001342,20230321001329,20240320001970,20250320001749
00203582,한솔홈데코,025750,True,5,20210331002373,20220315001058,20230314001292,20240329002820,20250311000946
00203847,국일신동,060480,True,5,20210317001134,20220321000817,20230320000585,20240318000376,20250317000624
00204208,마니커,027740,True,5,20210419000434,20220318001071,20230317000904,20240315000872,20250324000626
00204226,소프트센,032680,True,5,20210426000388,20220323001160,20230323001157,20240322000002,20250320001159
00204262,한글과컴퓨터,030520,True,4,20210416000406,,20230322000516,20240320001849,20250319000886
00204642,티비씨,033830,True,5,20210317000389,20220316000640,20230317000442,20240321001617,20250513000334
00204688,대림,,False,5,20210331002703,20220331003359,20230331003929,20240328001328,20250331003733
00205003,좋은사람들,033340,True,3,,20220323001228,,20240318000851,20250320001264
00205687,더라미,032860,True,4,20210512000693,,20230323001529,20240315000930,20250314001663
00206039,경남스틸,039240,True,5,20210226004842,20220307000359,20230306000279,20240311000465,20250310000522
00206659,이랜텍,054210,True,4,20210319000299,,20230320000638,20240318000836,20250327001006
00206686,케이피엠테크,042040,True,5,20210331003026,20220321001081,20230323001204,20240321001199,20250320001561
00207108,이랜드월드,,False,4,,20220331002788,20230331003573,20240401004498,20250331004217
00207375,대한뉴팜,054670,True,5,20210312000777,20220311000458,20230310000834,20240308000495,20250310000461
00207676,롯데글로벌로지스,,False,4,20210330001551,,20230331002104,20240322000969,20250321000949
00207737,세메스,,False,5,20210331001986,20220331002776,20230331003172,20240401001727,20250331002978
00207755,지에스홈쇼핑,028150,True,1,20210317000112,,,,
00208134,KNN,058400,True,5,20210218001114,20220314000905,20230315001086,20240313001296,20250313000812
00208444,피에스케이홀딩스,031980,True,4,20210416000519,,20230321001350,20240321001868,20250321001638
00208514,현대캐피탈,,False,5,20210331002956,20220331003148,20230331003877,20240516001064,20250331002733
00209443,우리금융캐피탈,033660,True,3,,,20230316001500,20240314001079,20250318000865
00209780,케이씨,029460,True,5,20210316000993,20220321000938,20230321001309,20240320001938,20250318001395
00210740,대화제약,067080,True,5,20210317000733,20220316000315,20230315000667,20240320000812,20250321001162
00210856,코아스,071950,True,5,20210318000429,20220318000115,20230320000316,20240321000499,20250320000653
00210980,원익,032940,True,5,20210323001082,20220323000826,20230323000616,20240321001938,20250321001064
00215976,무궁화인포메이션테크놀로지,038340,True,4,20210419000338,,20230323001486,20240401001473,20250319001092
00216027,바이넥스,053030,True,5,20210312001167,20220318000686,20230317000906,20240315000833,20250314001600
00216434,체리부로,066360,True,4,20210319000985,,20230323001567,20240320001887,20250321001936
00216498,성도이엔지,037350,True,4,20210311000848,20220310001094,20230316001114,20240321001744,
00216647,원익홀딩스,030530,True,5,20210322001185,20220322000740,20230322001303,20240321002037,20250320001700
00216762,한양이엔지,045100,True,5,20210312000611,20220311001037,20230317000679,20240313001393,20250313001456
00217743,화성밸브,039610,True,5,20210319000234,20220321000173,20230317000649,20240320000152,20250321001566
00217947,신세계건설,034300,True,2,20210628000485,20220316000875,,,
00218575,황금에스티,032560,True,4,,20220321000623,20230320000391,20240320000874,20250318001129
00219051,롯데카드,,False,4,,20220629000364,20230331003471,20240401004439,20250331002692
00219097,BGF,027410,True,5,20210317000812,20220321000840,20230320000850,20240412003440,20250318001407
00219361,해성산업,034810,True,5,20210318001207,20220407002885,20230323000993,20240321001258,20250321001630
00219440,휴맥스홀딩스,028080,True,4,20210325000002,,20230322001331,20240320001983,20250319000915
00219486,신세계I&C,035510,True,3,20210317001010,,,20240319000595,20250317000967
00219574,코스맥스비티아이,044820,True,5,20210318001303,20220322000797,20230323001338,20240320001762,20250319000641
00219848,서희건설,035890,True,5,20210318000588,20220321000474,20230321001164,20240516000947,20250321001971
00220057,유비케어,032620,True,4,20210316000978,20220318000906,20230320000951,,20250317000909
00220109,알파AI,043100,True,3,20210319000854,20220318000775,,,20250320000649
00220561,광주신세계,037710,True,4,20210315000505,,20230314000982,20240312000761,20250313000495
00220613,넥스틸,092790,True,2,,,,20240321001898,20250331002907
00220622,서호전기,065710,True,4,20210318001426,,20230314000566,20240327000119,20250312000874
00220686,에스피지,058610,True,5,20210318000280,20220317000316,20230320000344,20240319000234,20250318000311
00220969,오공,045060,True,5,20210315000628,20220321001481,20230320000847,20240321001557,20250317000652
00221728,하츠,066130,True,5,20210310000422,20220316000662,20230314000694,20240313001691,20250318000548
00222213,피케이엘,039870,True,1,20210129000765,,,,
00222295,롯데캐피탈,,False,5,20210331000797,20220331000951,20230331003728,20240329000326,20250331001716
00222374,현대카드,,False,5,20210331002960,20220331003137,20230331004062,20240401004083,20250321001518
00222435,제이엠아이,033050,True,5,20210319001243,20220321000643,20230320000272,20240320000009,20250317000471
00222532,LG헬로비전,037560,True,5,20210304000345,20220303000727,20230321000780,20240306000614,20250306000713
00222806,에임하이글로벌,043580,True,3,20210331002164,20220331002480,20230331003333,,
00223434,에프에스티,036810,True,5,20210319000353,20220321000520,20230321001035,20240320001559,20250318001389
00223513,제이씨현시스템,033320,True,5,20210316000712,20220315001049,20230315000718,20240313000559,20250312000813
00223762,KT지니뮤직,043610,True,5,20210316000511,20220321001520,20230323000549,20240320000488,20250318000473
00225159,SNT홀딩스,036530,True,5,20210218000988,20220218001429,20230220001639,20240221001983,20250220001567
00225706,JW생명과학,234080,True,5,20210318001330,20220328001123,20230321001126,20240318000767,20250318001174
00225742,LS마린솔루션,060370,True,5,20210317000873,20220316000252,20230323000859,20240329000411,20250317000848
00226228,한프,066110,True,3,20210407000691,20220318000049,20230331001456,,
00226316,호전실업,111110,True,5,20210331002763,20220331002749,20230331003532,20240329002993,20250331002554
00226352,케이엠더블유,032500,True,5,20210323000351,20220317000650,20230323001525,20240321000169,20250320000541
00226547,오상자이엘,053980,True,3,,,20230323001473,20240321002007,20250320001443
00226866,인탑스,049070,True,5,20210322000869,20220322000672,20230322000927,20240319000790,20250320001583
00227333,네패스,033640,True,4,20210322001190,,20230323000253,20240327000175,20250320001688
00228059,휴온스글로벌,084110,True,5,20210311001143,20220323001316,20230323001526,20240321001484,20250320001575
00228350,신화인터텍,056700,True,4,20210322000122,20220321000639,20230321000992,20240320001898,
