CIK,corp_name,stock_code,report_nm,rcept_no,url
00299358,트레스,102210,사업보고서 (2024.12),20250331003251,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003251
00299367,에스엘엘중앙,,사업보고서 (2024.12),20250331003941,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003941
00302078,엠피씨플러스,050540,사업보고서 (2024.12),20250320001593,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001593
00302634,현대트랜시스,,사업보고서 (2024.12),20250331003777,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003777
00303396,한국컴퓨터,054040,[기재정정]사업보고서 (2024.12),20250708000266,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250708000266
00305668,새론오토모티브,075180,사업보고서 (2024.12),20250321000868,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000868
00307189,에스케이엔펄스,057500,사업보고서 (2024.12),20250328001189,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001189
00307897,신한카드,032710,사업보고서 (2024.12),20250318001133,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001133
00308559,코디,080530,사업보고서 (2024.12),20250321001409,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001409
00317487,티에스넥스젠,043220,사업보고서 (2024.12),20250331003863,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003863
00319272,성우,458650,[기재정정]사업보고서 (2024.12),20250414002047,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250414002047
00325185,GS파워,,[기재정정]사업보고서 (2024.12),20250327000533,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250327000533
00331016,에프앤가이드,064850,[기재정정]사업보고서 (2024.12),20250811000299,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250811000299
00332468,에이치디현대삼호,,[기재정정]사업보고서 (2024.12),20250319001046,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001046
00332927,제이에스코퍼레이션,194370,사업보고서 (2024.12),20250317000998,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000998
00336297,고려신용정보,049720,사업보고서 (2024.12),20250317000548,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000548
00338170,이닉스,452400,사업보고서 (2024.12),20250320000602,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000602
00339230,싸이버로지텍,,사업보고서 (2024.12),20250331003087,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003087
00340272,에스폴리텍,050760,사업보고서 (2024.12),20250318000451,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000451
00347062,현대바이오랜드,052260,사업보고서 (2024.12),20250311001186,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250311001186
00349732,코나아이,052400,사업보고서 (2024.12),20250314001257,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001257
00349927,현대엔지니어링,,사업보고서 (2024.12),20250327001222,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250327001222
00350312,HDC랩스,039570,[기재정정]사업보고서 (2024.12),20250812000577,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250812000577
00351807,대원미디어,048910,사업보고서 (2024.12),20250318000965,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000965
00353610,이니텍,053350,[기재정정]사업보고서 (2024.12),20250814001951,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814001951
00353762,키이스트,054780,사업보고서 (2024.12),20250314001265,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001265
00361381,제이브이엠,054950,사업보고서 (2024.12),20250321001593,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001593
00361488,텔코웨어,078000,[기재정정]사업보고서 (2024.12),20250814001427,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814001427
00362159,웰크론,065950,사업보고서 (2024.12),20250318001051,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001051
00363486,로체시스템즈,071280,사업보고서 (2024.12),20250314001632,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001632
00363769,NICE인프라,063570,사업보고서 (2024.12),20250317000969,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000969
00365387,AJ네트웍스,095570,[기재정정]사업보고서 (2024.12),20250325000220,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250325000220
00366438,산일전기,062040,[기재정정]사업보고서 (2024.12),20250328001583,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001583
00367604,SM Life Design,063440,사업보고서 (2024.12),20250314000694,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314000694
00370918,케이디켐,221980,사업보고서 (2024.12),20250321000013,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000013
00372873,KTis,058860,사업보고서 (2024.12),20250318000822,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000822
00382199,신한지주,055550,사업보고서 (2024.12),20250318000993,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000993
00386937,국민은행,060000,사업보고서 (2024.12),20250314001552,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001552
00390055,종근당바이오,063160,사업보고서 (2024.12),20250318001004,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001004
00390365,토비스,051360,사업보고서 (2024.12),20250318000206,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000206
00392770,지아이티,,사업보고서 (2024.12),20250331003972,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003972
00398808,디지털대성,068930,사업보고서 (2024.12),20250318000764,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000764
00400060,이씨에스,,N/A,,
00400857,에이블씨엔씨,078520,사업보고서 (2024.12),20250321001828,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001828
00404701,한국자산신탁,123890,사업보고서 (2024.12),20250318001253,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001253
00405506,삼영에스앤씨,361670,사업보고서 (2024.12),20250314001721,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001721
00407814,CG인바이츠,083790,[기재정정]사업보고서 (2024.12),20250808000532,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250808000532
00411385,유비쿼스홀딩스,078070,[첨부추가]사업보고서 (2024.12),20250318001391,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001391
00411446,큐에스아이,066310,사업보고서 (2024.12),20250317000469,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000469
00414601,유니퀘스트,077500,사업보고서 (2024.12),20250320001187,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001187
00415646,드림텍,192650,[기재정정]사업보고서 (2024.12),20250328002249,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328002249
00416593,대신에프앤아이,,사업보고서 (2024.12),20250331002068,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002068
00418041,미라콤아이앤씨,,사업보고서 (2024.12),20250331002153,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002153
00430089,삼보오토,070080,사업보고서 (2024.12),20250324000333,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250324000333
00432102,한국금융지주,071050,사업보고서 (2024.12),20250320000910,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000910
00441650,케이씨에스,115500,사업보고서 (2024.12),20250318001194,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001194
00442048,아바텍,149950,[첨부추가]사업보고서 (2024.12),20250312000750,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000750
00442154,제이엔케이글로벌,126880,[기재정정]사업보고서 (2024.12),20250814002508,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814002508
00442835,메타랩스,090370,사업보고서 (2024.12),20250320001179,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001179
00446901,코칩,126730,사업보고서 (2024.12),20250319000690,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000690
00447007,알리코제약,260660,사업보고서 (2024.12),20250320000881,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000881
00447609,비에이치,090460,[기재정정]사업보고서 (2024.12),20250326000026,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250326000026
00450995,대모,317850,사업보고서 (2024.12),20250319000480,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000480
00453284,교촌에프앤비,339770,[기재정정]사업보고서 (2024.12),20250324000180,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250324000180
00455389,메르세데스벤츠파이낸셜서비스코리아,,사업보고서 (2024.12),20250331002130,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002130
00458562,에이티세미콘,089530,사업보고서 (2024.12),20250321000973,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000973
00459844,푸본현대생명보험,,사업보고서 (2024.12),20250328000873,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328000873
00461593,한화토탈에너지스,,사업보고서 (2024.12),20250331002298,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002298
00462121,이노와이어리스,073490,사업보고서 (2024.12),20250319000954,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000954
00463342,폴라리스AI파마,041910,사업보고서 (2024.12),20250312001029,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312001029
00471068,덕산하이메탈,077360,[기재정정]사업보고서 (2024.12),20250327000920,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250327000920
00472890,동국알앤에스,075970,사업보고서 (2024.12),20250314001302,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001302
00484682,엘오티베큠,083310,사업보고서 (2024.12),20250321000995,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000995
00486370,성창오토텍,080470,사업보고서 (2024.12),20250320001322,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001322
00488989,한양디지텍,078350,사업보고서 (2024.12),20250317000462,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000462
00489243,동아엘텍,088130,사업보고서 (2024.12),20250318001039,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001039
00491053,진바이오텍,086060,사업보고서 (2024.12),20250314000599,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314000599
00492706,씨싸이트,109670,사업보고서 (2024.12),20250318000488,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000488
00495086,픽셀플러스,087600,사업보고서 (2024.12),20250321000284,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000284
00513948,녹십자엠에스,142280,[기재정정]사업보고서 (2024.12),20250319001141,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001141
00520610,씨큐브,101240,사업보고서 (2024.12),20250318000197,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000197
00520887,비상교육,100220,사업보고서 (2024.12),20250320001015,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001015
00524421,테스,095610,사업보고서 (2024.12),20250314001042,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001042
00526836,미래나노텍,095500,사업보고서 (2024.12),20250312001106,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312001106
00531865,유니테크노,241690,사업보고서 (2024.12),20250321001940,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001940
00531917,톱텍,108230,사업보고서 (2024.12),20250319001144,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001144
00534598,한컴라이프케어,372910,[기재정정]사업보고서 (2024.12),20250814000446,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814000446
00536523,로보스타,090360,사업보고서 (2024.12),20250313001105,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001105
00541349,셀트리온제약,068760,[기재정정]사업보고서 (2024.12),20250324000587,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250324000587
00542074,나노캠텍,091970,사업보고서 (2024.12),20250318001427,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001427
00545929,제넥신,095700,사업보고서 (2024.12),20250310000953,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250310000953
00547510,툴젠,199800,사업보고서 (2024.12),20250320001166,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001166
00547583,하나금융지주,086790,사업보고서 (2024.12),20250317000894,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000894
00561723,쏘닉스,088280,사업보고서 (2024.12),20250319000439,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000439
00562360,에코볼트,097780,[기재정정]사업보고서 (2024.12),20250325000414,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250325000414
00580065,월덱스,101160,사업보고서 (2024.12),20250319000351,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000351
00595012,애큐온캐피탈,,사업보고서 (2024.12),20250331002463,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002463
00595182,아톤,158430,[기재정정]사업보고서 (2024.12),20250513000802,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250513000802
00598198,컴퍼니케이,307930,사업보고서 (2024.12),20250314000683,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314000683
00599151,SV인베스트먼트,,N/A,,
00603278,현대커머셜,,사업보고서 (2024.12),20250321001505,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001505
00606293,나이스디앤비,130580,사업보고서 (2024.12),20250313000602,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313000602
00606770,참좋은여행,094850,사업보고서 (2024.12),20250313000430,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313000430
00608699,탑코미디어,134580,사업보고서 (2024.12),20250318001254,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001254
00609324,뷰웍스,100120,사업보고서 (2024.12),20250321000845,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000845
00610490,비디아이,148140,사업보고서 (2024.12),20250331001353,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331001353
00611736,엑시콘,092870,사업보고서 (2024.12),20250317000963,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000963
00622787,바이오노트,377740,사업보고서 (2024.12),20250318001275,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001275
00623661,원익머트리얼즈,104830,사업보고서 (2024.12),20250318000996,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000996
00625942,한솔아이원스,114810,사업보고서 (2024.12),20250310001018,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250310001018
00642541,제이에스링크,127120,[기재정정]사업보고서 (2024.12),20250814003660,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814003660
00643656,위메이드맥스,101730,사업보고서 (2024.12),20250313001305,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001305
00645089,NHN벅스,104200,[첨부추가]사업보고서 (2024.12),20250320001006,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001006
00650771,하이젠알앤엠,160190,사업보고서 (2024.12),20250318000179,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000179
00656951,현대이지웰,090850,[기재정정]사업보고서 (2024.12),20250411000600,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250411000600
00657224,아이스크림미디어,461300,사업보고서 (2024.12),20250319000214,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000214
00657783,모델솔루션,417970,[기재정정]사업보고서 (2024.12),20250529000013,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250529000013
00659684,장원테크,174880,사업보고서 (2024.12),20250321000643,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000643
00672603,케이엔알시스템,199430,사업보고서 (2024.12),20250321000542,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000542
00673523,엔에이치농협캐피탈,,사업보고서 (2024.12),20250331001948,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331001948
00683450,평택에너지앤파워,,사업보고서 (2024.12),20250331003557,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003557
00684714,풍산,103140,사업보고서 (2024.12),20250313001378,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001378
00684918,아이비케이투자증권,,사업보고서 (2024.12),20250331003294,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003294
00688996,KB금융,105560,[기재정정]사업보고서 (2024.12),20250526000370,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250526000370
00692254,아이패밀리에스씨,114840,사업보고서 (2024.12),20250320000516,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000516
00763701,헥토파이낸셜,234340,[기재정정]사업보고서 (2024.12),20250616000276,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250616000276
00765462,씨에스베어링,297090,사업보고서 (2024.12),20250317000946,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000946
00778794,에스코어,,사업보고서 (2024.12),20250331002962,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002962
00779845,OCI스페셜티,,사업보고서 (2024.12),20250331000962,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331000962
00792174,동화일렉트로라이트,,[첨부추가]사업보고서 (2024.12),20250331001937,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331001937
00796471,아이엠캐피탈,,사업보고서 (2024.12),20250331003504,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003504
00796994,조선선재,120030,[기재정정]사업보고서 (2024.12),20250715000164,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250715000164
00799177,삼기,122350,사업보고서 (2024.12),20250318001137,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001137
00803869,에이플러스리얼티,,사업보고서 (2024.12),20250328001088,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001088
00808022,메지온,140410,사업보고서 (2024.12),20250320001584,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001584
00819268,연합자산관리,,사업보고서 (2024.12),20250331002145,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002145
00820024,에이치엘클레무브,,사업보고서 (2024.12),20250320000765,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000765
00829380,피제이메탈,128660,사업보고서 (2024.12),20250318001245,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001245
00838652,에이플러스라이프,,사업보고서 (2024.12),20250328000221,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328000221
00844936,BNK캐피탈,,사업보고서 (2024.12),20250331003677,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003677
00857392,케이비국민카드,,사업보고서 (2024.12),20250314001563,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001563
00857480,사람인,143240,사업보고서 (2024.12),20250314001754,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001754
00858364,BNK금융지주,138930,사업보고서 (2024.12),20250318001176,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001176
00860332,메리츠금융지주,138040,[기재정정]사업보고서 (2024.12),20250328001697,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001697
00863038,캐리,313760,[기재정정]사업보고서 (2024.12),20250326000865,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250326000865
00864842,현대종합특수강,,사업보고서 (2024.12),20250328001562,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001562
00867034,듀켐바이오,176750,사업보고서 (2024.12),20250321001776,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001776
00867973,서남,294630,사업보고서 (2024.12),20250318000674,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000674
00869500,바디프랜드,,사업보고서 (2024.12),20250331001790,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331001790
00870861,와이엠씨,155650,[기재정정]사업보고서 (2024.12),20250708000176,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250708000176
00871772,오일허브코리아여수,,사업보고서 (2024.12),20250331003051,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003051
00878915,iM금융지주,139130,사업보고서 (2024.12),20250318000693,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000693
00883980,아이디스,143160,사업보고서 (2024.12),20250318000701,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000701
00887001,울산지피에스,,사업보고서 (2024.12),20250328002328,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328002328
00904663,롯데오토리스,,사업보고서 (2024.12),20250328001423,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001423
00908021,농협금융지주,,사업보고서 (2024.12),20250331003837,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003837
00908155,NH농협손해보험,,사업보고서 (2024.12),20250331003247,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003247
00909349,농협생명보험,,사업보고서 (2024.12),20250331003065,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003065
00909835,차이커뮤니케이션,351870,사업보고서 (2024.12),20250321001133,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001133
00911955,잇츠한불,226320,[기재정정]사업보고서 (2024.12),20250814002293,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814002293
00913689,세경하이테크,148150,사업보고서 (2024.12),20250318000536,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000536
00915492,홈앤쇼핑,,사업보고서 (2024.12),20250327000560,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250327000560
00915508,알엔투테크놀로지,148250,사업보고서 (2024.12),20250319000841,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000841
00920379,티엘비,356860,사업보고서 (2024.12),20250320000811,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000811
00923826,일월지엠엘,178780,사업보고서 (2024.12),20250320001390,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001390
00935821,넷마블네오,,사업보고서 (2024.12),20250331002820,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002820
00939289,나래에너지서비스,,사업보고서 (2024.12),20250331002115,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331002115
00939687,동일고무벨트,163560,사업보고서 (2024.12),20250312000762,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000762
00957568,로아앤코,214310,사업보고서 (2024.12),20250408003325,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250408003325
00958451,한선엔지니어링,452280,사업보고서 (2024.12),20250320000432,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000432
00958822,우리카드,,사업보고서 (2024.12),20250318000048,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000048
00961570,신도기연,290520,사업보고서 (2024.12),20250321000952,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000952
00962922,팬젠,222110,[기재정정]사업보고서 (2024.12),20250813000271,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250813000271
00970143,에스파워,,사업보고서 (2024.12),20250331000225,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331000225
00975290,에이스토리,241840,사업보고서 (2024.12),20250320001255,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001255
00979074,SK인천석유화학,,사업보고서 (2024.12),20250318001053,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001053
00980122,JB금융지주,175330,사업보고서 (2024.12),20250319000926,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000926
00982023,실리콘투,257720,[기재정정]사업보고서 (2024.12),20250408002625,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250408002625
00985686,큐브엔터,182360,사업보고서 (2024.12),20250319000765,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000765
01004775,DL에너지,,사업보고서 (2024.12),20250317000181,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000181
01013311,헥토이노베이션,214180,사업보고서 (2024.12),20250319000909,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000909
01015364,우리투자증권,,사업보고서 (2024.12),20250317000857,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000857
01022142,엠디바이스,226590,사업보고서 (2024.12),20250319000452,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000452
01023211,와이제이링크,209640,사업보고서 (2024.12),20250320001548,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001548
01028164,광주은행,192530,사업보고서 (2024.12),20250319000709,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000709
01030132,경남은행,192520,사업보고서 (2024.12),20250317000814,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000814
01031502,코아시아씨엠,196450,사업보고서 (2024.12),20250318001365,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001365
01033591,큐알티,405100,사업보고서 (2024.12),20250318001338,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001338
01037214,킵스파마,256940,사업보고서 (2024.12),20250320001711,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001711
01042623,하나카드,,사업보고서 (2024.12),20250317000680,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000680
01043844,에스케이어드밴스드,,사업보고서 (2024.12),20250331003027,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331003027
01047336,에이에이아이헬스케어,,사업보고서 (2024.12),20250328001666,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001666
01050738,솔트룩스,304100,사업보고서 (2024.12),20250319000507,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000507
01059605,디와이파워,210540,사업보고서 (2024.12),20250312001039,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312001039
01061497,FSN,214270,사업보고서 (2024.12),20250321001963,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001963
01062177,제놀루션,225220,[기재정정]사업보고서 (2024.12),20250328001801,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250328001801
01065013,우정바이오,215380,사업보고서 (2024.12),20250320001539,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001539
01071041,CJ 바이오사이언스,311690,사업보고서 (2024.12),20250317000762,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000762
01075126,사토시홀딩스,223310,사업보고서 (2024.12),20250318001034,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001034
01079210,에스케이플라즈마,,사업보고서 (2024.12),20250317000435,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000435
01080252,넥스틴,348210,[기재정정]사업보고서 (2024.12),20250814003642,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814003642
01087477,아이지에이웍스,,사업보고서 (2024.12),20250331001376,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331001376
01091382,세토피아,222810,[기재정정]사업보고서 (2024.12),20250814004464,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250814004464
01119244,넥스콘테크놀러지,,사업보고서 (2024.12),20250331001906,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250331001906
01133217,카카오뱅크,323410,[기재정정]사업보고서 (2024.12),20250411001905,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250411001905
01137903,디케이티,290550,사업보고서 (2024.12),20250321000737,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321000737
